   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      北京,         -,     22:17,         -,         -,         -,         -,               -,              -
  2,      衡水,     00:54,     00:58,      04分,       157,         0,       -/-,           -/-/-,      135.5/153
  3,      聊城,     02:23,     02:26,      03分,       246,         0,       -/-,           -/-/-,      175.5/198
  4,      菏泽,     03:44,     03:47,      03分,       327,         0,       -/-,           -/-/-,        222/251
  5,      阜阳,     06:16,     06:26,      10分,       479,         0,       -/-,           -/-/-,        312/352
  6,      潢川,     07:37,     07:40,      03分,       560,         0,       -/-,           -/-/-,      348.5/393
  7,      麻城,     08:46,     08:50,      04分,       629,         0,       -/-,           -/-/-,      381.5/430
  8,      九江,     10:53,     11:10,      17分,       756,         0,       -/-,           -/-/-,      438.5/494
  9,    南昌西,     12:21,     12:30,      09分,       844,         0,       -/-,           -/-/-,      476.5/537
 10,      吉安,     14:36,     14:40,      04分,       979,         0,       -/-,           -/-/-,        530/597
 11,      赣州,     16:29,     16:29,      00分,      1092,         0,       -/-,           -/-/-,        572/645
