   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     13:30,         -,         -,         -,       -/-,           -/-/-,           -/-
  2,      郴州,     17:17,     17:21,       4分,       347,       374,       -/-,99.5/104.5/107.5,        53.5/-
  3,      衡阳,     19:03,     19:10,       7分,       453,       521,       -/-,     133/138/142,          75/-
  4,      株洲,     20:32,     20:42,      10分,       542,       655,       -/-,     158/164/169,          91/-
  5,      长沙,     21:20,     21:28,       8分,       590,       707,       -/-,     171/176/182,          98/-
  6,      岳阳,     22:48,     22:54,       6分,       678,       854,       -/-,     194/200/208,         112/-
  7,      武昌,     01:20,     01:42,      22分,       830,      1069,       -/-,238.5/246.5/255.5,       138.5/-
  8,      孝感,     02:39,     02:42,       3分,       909,      1159,       -/-,254.5/263.5/272.5,       148.5/-
  9,      信阳,     04:10,     04:13,       3分,      1000,      1303,       -/-,280.5/289.5/299.5,       163.5/-
 10,      许昌,     06:16,     06:19,       3分,      1126,      1519,       -/-,310.5/321.5/331.5,       180.5/-
 11,      郑州,     07:09,     07:30,      21分,      1179,      1605,       -/-,     328/339/351,         192/-
 12,      新乡,     08:21,     08:23,       2分,      1251,      1685,       -/-,     337/349/361,         198/-
 13,      邢台,     10:17,     10:29,      12分,      1367,      1904,       -/-,     370/383/397,         217/-
 14,   石家庄,     11:57,     12:03,       6分,      1467,      2013,       -/-,     381/393/407,         224/-
 15,      保定,     13:16,     13:22,       6分,      1546,      2148,       -/-,     408/421/436,         240/-
 16,   白洋淀,     13:49,     13:51,       2分,      1579,      2195,       -/-,     426/441/456,         251/-
 17,      霸州,     14:20,     14:52,      32分,      1610,      2245,       -/-,434.5/449.5/464.5,       254.5/-
 18,      天津,     16:25,     16:44,      19分,      1735,      2332,       -/-,446.5/462.5/477.5,       263.5/-
 19,      唐山,     18:04,     18:08,       4分,      1834,      2455,       -/-,463.5/480.5/496.5,       273.5/-
 20,   山海关,     20:34,     20:46,      12分,      1984,      2628,       -/-,491.5/507.5/525.5,       290.5/-
 21,      绥中,     21:28,     21:31,       3分,      2038,      2693,       -/-,497.5/515.5/533.5,       293.5/-
 22,      兴城,     22:02,     22:15,      13分,      2072,      2741,       -/-,497.5/515.5/533.5,       293.5/-
 23,   葫芦岛,     22:35,     22:39,       4分,      2105,      2762,       -/-,507.5/524.5/542.5,       299.5/-
 24,      锦州,     23:18,     23:24,       6分,      2148,      2812,       -/-,507.5/524.5/542.5,       299.5/-
 25,   沟帮子,     00:04,     00:10,       6分,       634,      2876,       -/-,513.5/531.5/549.5,       302.5/-
 26,      盘锦,     00:42,     00:46,       4分,      2112,      2907,       -/-,513.5/531.5/549.5,       302.5/-
 27,   大石桥,     02:35,     02:41,       6分,      2345,      3016,       -/-,     536/555/575,         317/-
 28,   熊岳城,     03:19,     03:22,       3分,      2389,      3225,       -/-,     546/566/585,         323/-
 29,   瓦房店,     04:13,     04:18,       5分,      2443,      3299,       -/-,     546/566/585,         323/-
 30,   普兰店,     04:39,     04:43,       4分,      2469,      3326,       -/-,           -/-/-,           -/-
 31,      金州,     05:14,     05:34,      20分,      2504,      3371,       -/-,     554/575/595,         328/-
 32,      大连,     06:08,         -,           ,      2438,      3256,       -/-,     566/585/606,         335/-
