   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      汉口,         -,     16:30,         -,         -,         -,         -,               -,              -
  2,      云梦,     17:19,     17:22,      03分,        49,         0,    12.5/-,      58.5/61/66,       89.5/101
  3,      随州,     18:09,     18:13,      04分,        99,         0,    24.5/-,      70.5/74/80,      108.5/123
  4,      枣阳,     18:56,     19:09,      13分,       146,         0,    40.5/-,      86.5/90/98,      129.5/146
  5,      襄阳,     19:51,     20:20,      29分,       201,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,      十堰,     22:12,     22:22,      10分,       342,         0,      69/-,     123/128/139,        186/210
  7,      安康,     00:35,     00:50,      15分,       485,         0,      93/-,     163/170/184,        251/283
  8,      达州,     04:20,     04:28,      08分,       710,         0,     124/-,     215/224/243,        336/379
  9,      广安,     05:42,     05:52,      10分,       792,         0,   138.5/-,   238.5/248/270,      372.5/420
 10,      重庆,     08:51,     08:51,      00分,       981,         0,   152.5/-,   261.5/272/296,      409.5/462
