   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西安,         -,     19:39,         -,         -,         -,         -,               -,              -
  2,    蒲城东,     20:48,     20:50,      02分,        69,         0,    16.5/-,      62.5/65/71,       96.5/109
  3,      延安,     22:49,     22:52,      03分,       190,         0,    50.5/-,    96.5/101/109,      146.5/165
  4,      子长,     23:59,     00:01,      02分,       260,         0,    62.5/-,   110.5/115/125,      166.5/188
  5,      绥德,     01:09,     01:39,      30分,       330,         0,      72/-,     129/134/146,        197/222
  6,      吕梁,     02:36,     02:39,      03分,       417,         0,      81/-,     144/150/163,        222/251
  7,      太原,     04:21,     04:27,      06分,       522,         0,       0/-,           0/0/0,            0/0
  8,  石家庄北,     06:21,     06:26,      05分,       642,         0,   128.5/-,   222.5/231/252,      348.5/393
  9,      保定,     07:54,     07:58,      04分,       735,         0,   141.5/-,   244.5/254/276,      381.5/430
 10,    北京西,     09:29,     09:29,      00分,       830,         0,   156.5/-,268.5/279.5/288.5,      422.5/476
