   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      兰州,         -,     16:35,         -,         -,         -,         -,               -,              -
  2,    武威南,     19:27,     19:29,      02分,       172,         0,    43.5/-,     89.5/93/101,      135.5/153
  3,      武威,     19:44,     19:50,      06分,       189,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,      金昌,     20:27,     20:31,      04分,       232,         0,    53.5/-,    99.5/104/113,      152.5/172
  5,      张掖,     22:12,     22:18,      06分,       337,         0,      75/-,     133/139/151,        205/231
  6,      清水,     23:32,     23:35,      03分,       417,         0,      93/-,     163/170/184,        251/283
  7,      酒泉,     00:15,     00:25,      10分,       460,         0,     102/-,     178/185/201,        274/309
  8,    嘉峪关,     00:44,     00:56,      12分,       489,         0,     102/-,     178/185/201,        274/309
  9,      玉门,     02:08,     02:11,      03分,       573,         0,     119/-,     207/215/234,        324/365
 10,      柳园,     04:00,     04:06,      06分,       685,         0,   138.5/-,   238.5/248/270,      372.5/420
 11,      哈密,     07:03,     07:11,      08分,       868,         0,   168.5/-,   288.5/300/326,      450.5/508
 12,      鄯善,     09:29,     09:35,      06分,      1014,         0,     192/-,     328/341/371,        515/580
 13,    吐鲁番,     10:52,     11:01,      09分,      1097,         0,     206/-,     353/367/399,        556/627
 14,乌鲁木齐南,     12:28,     12:39,      11分,      1193,         0,     217/-,     370/385/418,        585/659
 15,  乌鲁木齐,     12:54,     12:54,      00分,      1219,         0,     217/-,     370/385/418,        585/659
