   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    重庆北,         -,     07:09,         -,         -,         -,         -,               -,              -
  2,    涪陵北,     07:46,     07:48,      02分,        37,         0,      27/-,           -/-/-,            -/-
  3,    石柱县,     08:23,     08:25,      02分,        74,         0,    53.5/-,           -/-/-,            -/-
  4,      恩施,     09:30,     09:36,      06分,       141,         0,    99.5/-,           -/-/-,            -/-
  5,      建始,     09:58,     10:03,      05分,       169,         0,   109.5/-,           -/-/-,            -/-
  6,    宜昌东,     11:29,     11:33,      04分,       260,         0,     162/-,           -/-/-,            -/-
  7,      荆州,     12:06,     12:08,      02分,       297,         0,     188/-,           -/-/-,            -/-
  8,    仙桃西,     12:40,     12:42,      02分,       331,         0,     214/-,           -/-/-,            -/-
  9,      汉川,     13:07,     13:09,      02分,       358,         0,     234/-,           -/-/-,            -/-
 10,      汉口,     13:36,     13:36,      00分,       387,         0,   247.5/-,           -/-/-,            -/-
