   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      福州,         -,     14:40,         -,         -,         -,         -,               -,              -
  2,      尤溪,     15:34,     15:37,      03分,        54,         0,    44.5/-,           -/-/-,            -/-
  3,    三明北,     15:56,     16:02,      06分,        76,         0,      57/-,           -/-/-,            -/-
  4,      泰宁,     16:35,     16:37,      02分,       115,         0,      84/-,           -/-/-,            -/-
  5,      南丰,     17:06,     17:08,      02分,       146,         0,   107.5/-,           -/-/-,            -/-
  6,      南城,     17:22,     17:24,      02分,       162,         0,     117/-,           -/-/-,            -/-
  7,      抚州,     17:43,     17:45,      02分,       183,         0,   130.5/-,           -/-/-,            -/-
  8,    南昌西,     18:22,     18:28,      06分,       222,         0,   160.5/-,           -/-/-,            -/-
  9,      永修,     18:49,     18:52,      03分,       249,         0,     176/-,           -/-/-,            -/-
 10,      德安,     19:06,     19:08,      02分,       266,         0,   185.5/-,           -/-/-,            -/-
 11,      九江,     19:31,     19:31,      00分,       291,         0,     202/-,           -/-/-,            -/-
