   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    兰州西,         -,     08:12,         -,         -,         -,         -,               -,              -
  2,      西宁,     09:18,     09:21,      03分,        66,         0,      58/-,           -/-/-,            -/-
  3,    张掖西,     11:03,     11:06,      03分,       171,         0,   149.5/-,           -/-/-,            -/-
  4,    清水北,     11:52,     11:54,      02分,       220,         0,     190/-,           -/-/-,            -/-
  5,    酒泉南,     12:19,     12:21,      02分,       247,         0,   208.5/-,           -/-/-,            -/-
  6,  嘉峪关南,     12:33,     12:40,      07分,       261,         0,     215/-,           -/-/-,            -/-
  7,      玉门,     13:24,     13:26,      02分,       312,         0,     254/-,           -/-/-,            -/-
  8,    柳园南,     14:21,     14:24,      03分,       369,         0,     304/-,           -/-/-,            -/-
  9,      哈密,     15:50,     15:56,      06分,       458,         0,     385/-,           -/-/-,            -/-
 10,    鄯善北,     17:24,     17:27,      03分,       552,         0,   471.5/-,           -/-/-,            -/-
 11,  吐鲁番北,     17:59,     18:02,      03分,       587,         0,   499.5/-,           -/-/-,            -/-
 12,乌鲁木齐南,     18:59,     19:09,      10分,       647,         0,   548.5/-,           -/-/-,            -/-
 13,  乌鲁木齐,     19:21,     19:21,      00分,       669,         0,   548.5/-,           -/-/-,            -/-
