   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      武昌,         -,     09:24,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      汉口,     09:43,     09:50,       7分,        19,        20,       -/-,           -/-/-,           -/-
  3,    红安西,     10:23,     10:25,       2分,        33,        72, 20.5/25.5,           -/-/-,           -/-
  4,    麻城北,     10:41,     10:43,       2分,        51,       111, 31.5/38.5,           -/-/-,           -/-
  5,      六安,     11:40,     11:42,       2分,       110,       272, 79.5/95.5,           -/-/-,           -/-
  6,    合肥南,     12:11,     12:21,      10分,       141,       359,105.5/126.5,           -/-/-,           -/-
  7,      全椒,     12:57,     12:59,       2分,       187,       460,146.5/176.5,           -/-/-,           -/-
  8,    南京南,     13:21,     13:28,       7分,       211,       516,   166/198,           -/-/-,           -/-
  9,      镇江,     13:56,     13:59,       3分,       246,       590, 189/225.5,           -/-/-,           -/-
 10,      丹阳,     14:12,     14:15,       3分,       262,       617, 197/235.5,           -/-/-,           -/-
 11,      常州,     14:30,     14:34,       4分,       280,       662,   211/252,           -/-/-,           -/-
 12,      惠山,     14:45,     15:03,      18分,       295,       687, 219/261.5,           -/-/-,           -/-
 13,      无锡,     15:11,     15:13,       2分,       321,       701, 223/266.5,           -/-/-,           -/-
 14,      苏州,     15:29,     15:31,       2分,       339,       743,   236/282,           -/-/-,           -/-
 15,    昆山南,     15:43,     15:45,       2分,       353,       777,246.5/294.5,           -/-/-,           -/-
 16,  上海虹桥,     16:05,         -,          ,       401,       849,267.5/320.5,           -/-/-,           -/-
