   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    重庆北,         -,     08:39,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    长寿北,     09:08,     09:10,       2分,        29,        92,   27/32.5,           -/-/-,           -/-
  3,    石柱县,     09:53,     09:55,       2分,        74,       134,   39.5/47,           -/-/-,           -/-
  4,      利川,     10:31,     10:34,       3分,       112,       278,   81.5/98,           -/-/-,           -/-
  5,      恩施,     11:06,     11:10,       4分,       147,       339,  99.5/119,           -/-/-,           -/-
  6,    宜昌东,     12:56,     13:00,       4分,       257,       553,   162/195,           -/-/-,           -/-
  7,    枝江北,     13:18,     13:20,       2分,       279,       597,   175/210,           -/-/-,           -/-
  8,      荆州,     13:38,     13:40,       2分,       299,       641, 188/225.5,           -/-/-,           -/-
  9,      潜江,     14:06,     14:08,       2分,       327,       711,208.5/250.5,           -/-/-,           -/-
 10,    天门南,     14:27,     14:29,       2分,       348,       762, 223.5/268,           -/-/-,           -/-
 11,      汉口,     15:07,     15:17,      10分,       385,       845,247.5/297.5,           -/-/-,           -/-
 12,    红安西,     15:53,     15:55,       2分,       431,       917, 269/322.5,           -/-/-,           -/-
 13,    麻城北,     16:12,     16:14,       2分,       453,       956,280.5/336.5,           -/-/-,           -/-
 14,      金寨,     16:56,     16:58,       2分,       494,      1065,   312/375,           -/-/-,           -/-
 15,      六安,     17:18,     17:20,       2分,       516,      1117, 327.5/393,           -/-/-,           -/-
 16,    合肥南,     17:49,     17:56,       7分,       547,      1204, 353/423.5,           -/-/-,           -/-
 17,    南京南,     18:52,     18:56,       4分,       610,      1361, 413.5/495,           -/-/-,           -/-
 18,      镇江,     19:27,     19:29,       2分,       645,      1435,436.5/522.5,           -/-/-,           -/-
 19,      丹阳,     19:43,     19:51,       8分,       664,      1462,444.5/532.5,           -/-/-,           -/-
 20,      常州,     20:08,     20:10,       2分,       689,      1507, 458.5/549,           -/-/-,           -/-
 21,      无锡,     20:27,     20:29,       2分,       708,      1546,470.5/563.5,           -/-/-,           -/-
 22,      苏州,     20:46,     20:48,       2分,       727,      1588, 483.5/579,           -/-/-,           -/-
 23,    昆山南,     21:02,     21:07,       5分,       743,      1622, 494/591.5,           -/-/-,           -/-
 24,  上海虹桥,     21:30,         -,          ,       771,      1672, 509.5/610,           -/-/-,           -/-
