   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  上海虹桥,         -,     07:37,         -,         -,         -,         -,               -,              -
  2,    松江南,     07:51,     07:53,      02分,        14,         0,     9.5/-,           -/-/-,            -/-
  3,    嘉兴南,     08:11,     08:13,      02分,        34,         0,      26/-,           -/-/-,            -/-
  4,    杭州东,     08:38,     08:43,      05分,        61,         0,      49/-,           -/-/-,            -/-
  5,    绍兴北,     09:02,     09:04,      02分,        85,         0,    62.5/-,           -/-/-,            -/-
  6,    余姚北,     09:23,     09:25,      02分,       106,         0,    81.5/-,           -/-/-,            -/-
  7,      宁波,     09:46,     09:52,      06分,       129,         0,      97/-,           -/-/-,            -/-
  8,      宁海,     10:19,     10:21,      02分,       162,         0,     118/-,           -/-/-,            -/-
  9,    三门县,     10:36,     10:38,      02分,       179,         0,     128/-,           -/-/-,            -/-
 10,      温岭,     11:04,     11:06,      02分,       207,         0,     149/-,           -/-/-,            -/-
 11,      绅坊,     11:24,     11:26,      02分,       227,         0,     162/-,           -/-/-,            -/-
 12,    温州南,     11:49,     11:52,      03分,       252,         0,     178/-,           -/-/-,            -/-
 13,      瑞安,     12:03,     12:05,      02分,       266,         0,   184.5/-,           -/-/-,            -/-
 14,      宁德,     13:08,     13:10,      02分,       331,         0,     238/-,           -/-/-,            -/-
 15,      罗源,     13:22,     13:24,      02分,       345,         0,   245.5/-,           -/-/-,            -/-
 16,    福州南,     13:51,     13:56,      05分,       374,         0,     264/-,           -/-/-,            -/-
 17,      莆田,     14:26,     14:28,      02分,       409,         0,     289/-,           -/-/-,            -/-
 18,      泉州,     14:53,     14:58,      05分,       436,         0,   309.5/-,           -/-/-,            -/-
 19,    厦门北,     15:24,     15:28,      04分,       467,         0,   330.5/-,           -/-/-,            -/-
 20,      漳州,     15:47,     15:49,      02分,       490,         0,     342/-,           -/-/-,            -/-
 21,      南靖,     16:04,     16:06,      02分,       507,         0,     352/-,           -/-/-,            -/-
 22,      龙岩,     16:40,     16:40,      00分,       543,         0,     376/-,           -/-/-,            -/-
