   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      沈阳,         -,     07:00,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    沈阳南,     07:11,     07:13,       2分,        11,        15,      6/10,           -/-/-,           -/-
  3,      本溪,     07:37,     07:39,       2分,        37,        76,   25/32.5,           -/-/-,           -/-
  4,      丹东,     08:22,     08:42,      20分,        82,       223,     70/87,           -/-/-,           -/-
  5,    东港北,     08:59,     09:01,       2分,       119,       261,  84/109.5,           -/-/-,           -/-
  6,    大孤山,     09:19,     09:21,       2分,       139,       309,   102/138,           -/-/-,           -/-
  7,    庄河北,     09:44,     09:46,       2分,       164,       370, 124.5/174,           -/-/-,           -/-
  8,    花园口,     10:01,     10:03,       2分,       181,       405, 137.5/195,           -/-/-,           -/-
  9,    城子坦,     10:11,     10:13,       2分,       191,       418, 142/202.5,           -/-/-,           -/-
 10,      皮口,     10:21,     10:23,       2分,       201,       432, 147.5/211,           -/-/-,           -/-
 11,    杏树屯,     10:35,     10:37,       2分,       215,       457,156.5/225.5,           -/-/-,           -/-
 12,    登沙河,     10:44,     10:46,       2分,       224,       466,   160/231,           -/-/-,           -/-
 13,      金州,     11:04,     11:06,       2分,       244,       502,173.5/252.5,           -/-/-,           -/-
 14,    大连北,     11:18,         -,          ,       258,       516,178.5/260.5,           -/-/-,           -/-
