   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    广州南,         -,     09:25,         -,         -,         -,         -,               -,              -
  2,    肇庆东,     10:00,     10:08,      08分,        35,         0,    23.5/-,           -/-/-,            -/-
  3,      广宁,     10:24,     10:26,      02分,        59,         0,    38.5/-,           -/-/-,            -/-
  4,      贺州,     11:08,     11:10,      02分,       103,         0,    80.5/-,           -/-/-,            -/-
  5,      恭城,     11:36,     11:38,      02分,       131,         0,   106.5/-,           -/-/-,            -/-
  6,      阳朔,     11:51,     11:53,      02分,       146,         0,     117/-,           -/-/-,            -/-
  7,    桂林西,     12:21,     12:25,      04分,       176,         0,     137/-,           -/-/-,            -/-
  8,      从江,     13:16,     13:18,      02分,       231,         0,     180/-,           -/-/-,            -/-
  9,    三都县,     13:59,     14:01,      02分,       274,         0,   220.5/-,           -/-/-,            -/-
 10,    龙洞堡,     14:43,     14:46,      03分,       318,         0,     259/-,           -/-/-,            -/-
 11,    贵阳北,     15:04,     15:04,      00分,       339,         0,   267.5/-,           -/-/-,            -/-
