   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    成都东,         -,     08:26,         -,         -,         -,         -,               -,              -
  2,    大英东,     09:12,     09:15,      03分,        46,         0,      36/-,           -/-/-,            -/-
  3,      遂宁,     09:32,     09:35,      03分,        66,         0,      45/-,           -/-/-,            -/-
  4,      潼南,     10:06,     10:08,      02分,       100,         0,      61/-,           -/-/-,            -/-
  5,      合川,     10:32,     10:34,      02分,       126,         0,      76/-,           -/-/-,            -/-
  6,    重庆北,     10:59,     11:05,      06分,       153,         0,       0/-,           -/-/-,            -/-
  7,    涪陵北,     11:43,     11:45,      02分,       197,         0,   123.5/-,           -/-/-,            -/-
  8,    石柱县,     12:20,     12:23,      03分,       234,         0,     150/-,           -/-/-,            -/-
  9,      恩施,     13:29,     13:35,      06分,       303,         0,     196/-,           -/-/-,            -/-
 10,    宜昌东,     15:19,     15:33,      14分,       413,         0,   258.5/-,           -/-/-,            -/-
 11,      荆州,     16:06,     16:09,      03分,       460,         0,   284.5/-,           -/-/-,            -/-
 12,    仙桃西,     16:41,     16:43,      02分,       495,         0,   310.5/-,           -/-/-,            -/-
 13,    天门南,     16:57,     16:59,      02分,       511,         0,     320/-,           -/-/-,            -/-
 14,      汉口,     17:36,     17:45,      09分,       550,         0,     344/-,           -/-/-,            -/-
 15,    红安西,     18:18,     18:21,      03分,       592,         0,   365.5/-,           -/-/-,            -/-
 16,    麻城北,     18:37,     18:40,      03分,       611,         0,     377/-,           -/-/-,            -/-
 17,      六安,     19:36,     19:38,      02分,       670,         0,     424/-,           -/-/-,            -/-
 18,    合肥南,     20:07,     20:13,      06分,       701,         0,   449.5/-,           -/-/-,            -/-
 19,      肥东,     20:24,     20:26,      02分,       718,         0,     456/-,           -/-/-,            -/-
 20,    南京南,     21:13,     21:13,      00分,       767,         0,     510/-,           -/-/-,            -/-
