   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      赣州,         -,     10:58,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      于都,     11:26,     11:28,       2分,        28,        54,   18.5/27,           -/-/-,           -/-
  3,      瑞金,     11:56,     11:58,       2分,        58,       126,   45/69.5,           -/-/-,           -/-
  4,      龙岩,     12:50,     12:54,       4分,       112,       271,  99/155.5,           -/-/-,           -/-
  5,    厦门北,     13:53,     13:57,       4分,       175,       427,144.5/210.5,           -/-/-,           -/-
  6,      泉州,     14:22,     14:25,       3分,       204,       498,165.5/235.5,           -/-/-,           -/-
  7,      莆田,     14:50,     14:52,       2分,       232,       567, 186/259.5,           -/-/-,           -/-
  8,      福清,     15:11,     15:13,       2分,       253,       617, 200.5/277,           -/-/-,           -/-
  9,    福州南,     15:27,     15:32,       5分,       269,       653,   211/290,           -/-/-,           -/-
 10,      罗源,     15:59,     16:01,       2分,       301,       717,229.5/312.5,           -/-/-,           -/-
 11,      霞浦,     16:30,     16:32,       2分,       332,       800, 254/341.5,           -/-/-,           -/-
 12,      鳌江,     17:09,     17:11,       2分,       371,       907,   285/379,           -/-/-,           -/-
 13,      瑞安,     17:20,     17:22,       2分,       382,       924,290.5/385.5,           -/-/-,           -/-
 14,    温州南,     17:36,     17:38,       2分,       398,       947, 297/393.5,           -/-/-,           -/-
 15,    雁荡山,     18:06,     18:08,       2分,       428,      1023, 319.5/420,           -/-/-,           -/-
 16,      台州,     18:26,     18:28,       2分,       448,      1070, 333/436.5,           -/-/-,           -/-
 17,    三门县,     18:47,     18:49,       2分,       469,      1116, 346.5/453,           -/-/-,           -/-
 18,      宁波,     19:30,     19:38,       8分,       512,      1222,382.5/498.5,           -/-/-,           -/-
 19,    余姚北,     19:58,     20:01,       3分,       540,      1271,   393/515,           -/-/-,           -/-
 20,    绍兴北,     20:20,     20:23,       3分,       562,      1334,412.5/546.5,           -/-/-,           -/-
 21,    杭州东,     20:43,     20:50,       7分,       585,      1377, 426/567.5,           -/-/-,           -/-
 22,      桐乡,     21:07,     21:17,      10分,       609,      1403, 440.5/585,           -/-/-,           -/-
 23,    嘉兴南,     21:28,     21:31,       3分,       630,      1452, 449/595.5,           -/-/-,           -/-
 24,  上海虹桥,     22:00,         -,          ,       662,      1536, 475/626.5,           -/-/-,           -/-
