   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    大连北,         -,     15:25,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    登沙河,     15:50,     15:52,       2分,        25,        50, 18.5/29.5,           -/-/-,           -/-
  3,    庄河北,     16:26,     16:28,       2分,        61,       146,   54/86.5,           -/-/-,           -/-
  4,    北井子,     16:59,     17:01,       2分,        94,       236,  87.5/140,           -/-/-,           -/-
  5,    丹东西,     17:16,     17:18,       2分,       111,       271,100.5/160.5,           -/-/-,           -/-
  6,      丹东,     17:30,     17:51,      21分,       125,       293,108.5/173.5,           -/-/-,           -/-
  7,  通远堡西,     18:18,     18:20,       2分,       173,       378, 134.5/205,           -/-/-,           -/-
  8,      本溪,     18:40,     18:42,       2分,       135,       440,   154/228,           -/-/-,           -/-
  9,    沈阳南,     19:07,     19:09,       2分,       222,       501,172.5/250.5,           -/-/-,           -/-
 10,      沈阳,     19:21,         -,          ,       236,       516,178.5/260.5,           -/-/-,           -/-
