   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      泰宁,         -,     07:34,         -,         -,         -,         -,               -,              -
  2,      将乐,     07:51,     07:53,      02分,        17,         0,    12.5/-,           -/-/-,            -/-
  3,    三明北,     08:12,     08:16,      04分,        38,         0,      27/-,           -/-/-,            -/-
  4,      尤溪,     08:35,     08:37,      02分,        61,         0,    39.5/-,           -/-/-,            -/-
  5,      莆田,     09:29,     09:32,      03分,       115,         0,    84.5/-,           -/-/-,            -/-
  6,      泉州,     09:58,     10:00,      02分,       144,         0,   104.5/-,           -/-/-,            -/-
  7,      晋江,     10:11,     10:13,      02分,       157,         0,     112/-,           -/-/-,            -/-
  8,    厦门北,     10:31,     10:44,      13分,       177,         0,   125.5/-,           -/-/-,            -/-
  9,      漳州,     11:03,     11:05,      02分,       209,         0,     138/-,           -/-/-,            -/-
 10,      潮汕,     12:03,     12:05,      02分,       269,         0,   186.5/-,           -/-/-,            -/-
 11,      陆丰,     12:51,     12:53,      02分,       317,         0,     220/-,           -/-/-,            -/-
 12,      惠东,     13:29,     13:31,      02分,       355,         0,   250.5/-,           -/-/-,            -/-
 13,    惠州南,     13:45,     13:47,      02分,       371,         0,     260/-,           -/-/-,            -/-
 14,  深圳坪山,     13:58,     14:00,      02分,       384,         0,   265.5/-,           -/-/-,            -/-
 15,    深圳北,     14:27,     14:27,      00分,       413,         0,     276/-,           -/-/-,            -/-
