   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    广州南,         -,     14:18,         -,         -,         -,         -,               -,              -
  2,    三水南,     14:45,     14:47,      02分,        27,         0,    15.5/-,           -/-/-,            -/-
  3,      广宁,     15:11,     15:13,      02分,        53,         0,    38.5/-,           -/-/-,            -/-
  4,      贺州,     15:55,     15:57,      02分,        97,         0,    80.5/-,           -/-/-,            -/-
  5,    钟山西,     16:07,     16:09,      02分,       109,         0,      88/-,           -/-/-,            -/-
  6,    桂林西,     17:02,     17:06,      04分,       164,         0,     137/-,           -/-/-,            -/-
  7,    三江南,     17:37,     17:39,      02分,       199,         0,     164/-,           -/-/-,            -/-
  8,      从江,     18:02,     18:04,      02分,       224,         0,     180/-,           -/-/-,            -/-
  9,    都匀东,     18:54,     18:56,      02分,       276,         0,   228.5/-,           -/-/-,            -/-
 10,    贵阳北,     19:44,     19:44,      00分,       326,         0,   267.5/-,           -/-/-,            -/-
