   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  上海虹桥,         -,     15:52,         -,         -,         -,         -,               -,              -
  2,    常州北,     16:38,     16:54,      16分,        46,         0,    49.5/-,           -/-/-,            -/-
  3,    丹阳北,     17:07,     17:21,      14分,        75,         0,    59.5/-,           -/-/-,            -/-
  4,    镇江南,     17:32,     17:34,      02分,       100,         0,    69.5/-,           -/-/-,            -/-
  5,    南京南,     17:55,     18:02,      07分,       123,         0,    89.5/-,           -/-/-,            -/-
  6,      全椒,     18:23,     18:25,      02分,       151,         0,   109.5/-,           -/-/-,            -/-
  7,    合肥南,     19:03,     19:08,      05分,       191,         0,   151.5/-,           -/-/-,            -/-
  8,      六安,     19:36,     19:38,      02分,       224,         0,     177/-,           -/-/-,            -/-
  9,      金寨,     19:58,     20:00,      02分,       246,         0,   192.5/-,           -/-/-,            -/-
 10,      汉口,     21:21,     21:21,      00分,       329,         0,     257/-,           -/-/-,            -/-
