   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  乌鲁木齐,         -,     08:57,         -,         -,         -,         -,               -,              -
  2,乌鲁木齐南,     09:09,     09:24,      15分,        12,         0,       6/-,           -/-/-,            -/-
  3,  吐鲁番北,     10:18,     10:21,      03分,        81,         0,      49/-,           -/-/-,            -/-
  4,    鄯善北,     10:53,     10:56,      03分,       116,         0,      77/-,           -/-/-,            -/-
  5,      哈密,     12:24,     12:30,      06分,       207,         0,   163.5/-,           -/-/-,            -/-
  6,    柳园南,     13:56,     13:59,      03分,       299,         0,     244/-,           -/-/-,            -/-
  7,      玉门,     14:54,     14:56,      02分,       357,         0,   294.5/-,           -/-/-,            -/-
  8,  嘉峪关南,     15:40,     15:46,      06分,       403,         0,     333/-,           -/-/-,            -/-
  9,    酒泉南,     15:58,     16:00,      02分,       421,         0,   339.5/-,           -/-/-,            -/-
 10,    高台南,     16:47,     16:49,      02分,       470,         0,   376.5/-,           -/-/-,            -/-
 11,    张掖西,     17:17,     17:21,      04分,       500,         0,   398.5/-,           -/-/-,            -/-
 12,      民乐,     17:46,     17:48,      02分,       529,         0,   418.5/-,           -/-/-,            -/-
 13,      门源,     18:37,     18:39,      02分,       580,         0,     460/-,           -/-/-,            -/-
 14,    大通西,     19:03,     19:05,      02分,       606,         0,     477/-,           -/-/-,            -/-
 15,      西宁,     19:25,     19:29,      04分,       628,         0,   490.5/-,           -/-/-,            -/-
 16,    海东西,     19:44,     19:46,      02分,       647,         0,     498/-,           -/-/-,            -/-
 17,    乐都南,     20:02,     20:04,      02分,       665,         0,   507.5/-,           -/-/-,            -/-
 18,    兰州西,     20:53,     20:53,      00分,       716,         0,   548.5/-,           -/-/-,            -/-
