   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  上海虹桥,         -,     13:19,         -,         -,         -,         -,               -,              -
  2,    嘉兴南,     13:47,     13:50,      03分,        28,         0,      26/-,           -/-/-,            -/-
  3,      余杭,     14:08,     14:10,      02分,        49,         0,    44.5/-,           -/-/-,            -/-
  4,    杭州东,     14:21,     14:23,      02分,        62,         0,      49/-,           -/-/-,            -/-
  5,    绍兴北,     14:42,     14:44,      02分,        83,         0,    62.5/-,           -/-/-,            -/-
  6,    余姚北,     15:03,     15:05,      02分,       104,         0,    81.5/-,           -/-/-,            -/-
  7,      宁波,     15:26,     15:30,      04分,       127,         0,      97/-,           -/-/-,            -/-
  8,      宁海,     15:57,     15:59,      02分,       158,         0,     118/-,           -/-/-,            -/-
  9,      台州,     16:29,     16:31,      02分,       190,         0,   141.5/-,           -/-/-,            -/-
 10,      温岭,     16:42,     16:44,      02分,       203,         0,     149/-,           -/-/-,            -/-
 11,      永嘉,     17:14,     17:16,      02分,       235,         0,   172.5/-,           -/-/-,            -/-
 12,    温州南,     17:27,     17:29,      02分,       248,         0,     178/-,           -/-/-,            -/-
 13,      苍南,     17:53,     17:55,      02分,       274,         0,   194.5/-,           -/-/-,            -/-
 14,    太姥山,     18:16,     18:19,      03分,       297,         0,   210.5/-,           -/-/-,            -/-
 15,      连江,     19:08,     19:10,      02分,       349,         0,   254.5/-,           -/-/-,            -/-
 16,    福州南,     19:28,     19:33,      05分,       369,         0,     264/-,           -/-/-,            -/-
 17,      福清,     19:48,     19:50,      02分,       389,         0,   274.5/-,           -/-/-,            -/-
 18,      惠安,     20:25,     20:27,      02分,       426,         0,     304/-,           -/-/-,            -/-
 19,      泉州,     20:36,     20:45,      09分,       437,         0,   309.5/-,           -/-/-,            -/-
 20,    厦门北,     21:11,     21:15,      04分,       472,         0,   330.5/-,           -/-/-,            -/-
 21,      漳州,     21:34,     21:36,      02分,       495,         0,     342/-,           -/-/-,            -/-
 22,      南靖,     21:51,     21:53,      02分,       512,         0,     352/-,           -/-/-,            -/-
 23,      龙岩,     22:26,     22:26,      00分,       547,         0,     376/-,           -/-/-,            -/-
