   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    南宁东,         -,     18:15,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      宾阳,     18:45,     18:47,       2分,        30,        61,       -/-,           -/-/-,           -/-
  3,    来宾北,     19:12,     19:14,       2分,        57,       146,       -/-,           -/-/-,           -/-
  4,      柳州,     19:43,     19:46,       3分,        88,       212,       -/-,           -/-/-,           -/-
  5,      桂林,     20:48,     20:51,       3分,       153,       368,       -/-,           -/-/-,           -/-
  6,    桂林北,     21:05,     21:09,       4分,       170,       376,       -/-,           -/-/-,           -/-
  7,      阳朔,     21:42,     21:44,       2分,       207,       443,       -/-,           -/-/-,           -/-
  8,      恭城,     21:57,     21:59,       2分,       222,       477,       -/-,           -/-/-,           -/-
  9,    钟山西,     22:20,     22:22,       2分,       245,       537,       -/-,           -/-/-,           -/-
 10,      贺州,     22:32,         -,          ,       257,       561, 167/200.5,           -/-/-,           -/-
