   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    广州南,         -,     14:43,         -,         -,         -,         -,               -,              -
  2,    肇庆东,     15:19,     15:21,      02分,        36,         0,    23.5/-,           -/-/-,            -/-
  3,    南江口,     15:58,     16:00,      02分,        75,         0,    54.5/-,           -/-/-,            -/-
  4,    梧州南,     16:28,     16:32,      04分,       105,         0,      76/-,           -/-/-,            -/-
  5,      贵港,     17:35,     17:37,      02分,       172,         0,     128/-,           -/-/-,            -/-
  6,    南宁东,     18:27,     18:30,      03分,       224,         0,     169/-,           -/-/-,            -/-
  7,      南宁,     18:42,     18:48,      06分,       239,         0,     169/-,           -/-/-,            -/-
  8,      平果,     19:30,     19:34,      04分,       287,         0,     212/-,           -/-/-,            -/-
  9,      田阳,     20:05,     20:07,      02分,       322,         0,     243/-,           -/-/-,            -/-
 10,      百色,     20:22,     20:22,      00分,       339,         0,   254.5/-,           -/-/-,            -/-
