   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  齐齐哈尔,         -,     07:12,         -,         -,         -,         -,               -,              -
  2,      泰康,     07:38,     07:40,      02分,        26,         0,      26/-,           -/-/-,            -/-
  3,    大庆西,     07:54,     07:57,      03分,        42,         0,      41/-,           -/-/-,            -/-
  4,    大庆东,     08:07,     08:10,      03分,        55,         0,      48/-,           -/-/-,            -/-
  5,      肇东,     08:35,     08:37,      02分,        83,         0,      79/-,           -/-/-,            -/-
  6,    哈尔滨,     09:01,     09:04,      03分,       109,         0,     103/-,           -/-/-,            -/-
  7,  哈尔滨西,     09:14,     09:17,      03分,       122,         0,     103/-,           -/-/-,            -/-
  8,    双城北,     09:36,     09:37,      01分,       144,         0,   114.5/-,           -/-/-,            -/-
  9,    扶余北,     09:55,     09:56,      01分,       163,         0,   132.5/-,           -/-/-,            -/-
 10,    德惠西,     10:14,     10:16,      02分,       182,         0,   150.5/-,           -/-/-,            -/-
 11,      长春,     10:45,     10:48,      03分,       213,         0,     177/-,           -/-/-,            -/-
 12,      吉林,     11:28,     11:30,      02分,       256,         0,   209.5/-,           -/-/-,            -/-
 13,    蛟河西,     11:56,     11:58,      02分,       284,         0,   229.5/-,           -/-/-,            -/-
 14,      敦化,     12:30,     12:32,      02分,       318,         0,   257.5/-,           -/-/-,            -/-
 15,    安图西,     12:56,     12:58,      02分,       344,         0,     277/-,           -/-/-,            -/-
 16,    延吉西,     13:17,     13:19,      02分,       365,         0,   292.5/-,           -/-/-,            -/-
 17,    图们北,     13:34,     13:36,      02分,       382,         0,   303.5/-,           -/-/-,            -/-
 18,      珲春,     13:59,     13:59,      00分,       407,         0,   320.5/-,           -/-/-,            -/-
