   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      赣州,         -,     15:57,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      于都,     16:24,     16:26,       2分,        27,        54,   18.5/27,           -/-/-,           -/-
  3,      瑞金,     16:53,     16:55,       2分,        56,       126,   45/69.5,           -/-/-,           -/-
  4,    长汀南,     17:11,     17:13,       2分,        74,       160, 57.5/89.5,           -/-/-,           -/-
  5,  古田会址,     17:43,     17:45,       2分,       106,       243,  88.5/139,           -/-/-,           -/-
  6,      龙岩,     18:00,     18:04,       4分,       123,       271,  99/155.5,           -/-/-,           -/-
  7,      漳州,     18:49,     18:51,       2分,       172,       385,132.5/195.5,           -/-/-,           -/-
  8,    厦门北,     19:11,     19:15,       4分,       194,       427,144.5/210.5,           -/-/-,           -/-
  9,      泉州,     19:40,     19:42,       2分,       223,       498,165.5/235.5,           -/-/-,           -/-
 10,      莆田,     20:07,     20:09,       2分,       250,       567, 186/259.5,           -/-/-,           -/-
 11,    福州南,     20:39,     20:43,       4分,       282,       653,   211/290,           -/-/-,           -/-
 12,      福州,     21:00,         -,          ,       303,       672,216.5/296.5,           -/-/-,           -/-
