   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    贵阳北,         -,     07:16,         -,         -,         -,         -,               -,              -
  2,      从江,     08:45,     08:48,      03分,        89,         0,    87.5/-,           -/-/-,            -/-
  3,    三江南,     09:09,     09:11,      02分,       113,         0,   103.5/-,           -/-/-,            -/-
  4,    桂林北,     09:45,     09:50,      05分,       149,         0,   132.5/-,           -/-/-,            -/-
  5,      桂林,     10:04,     10:10,      06分,       168,         0,     138/-,           -/-/-,            -/-
  6,      柳州,     11:12,     11:18,      06分,       236,         0,   180.5/-,           -/-/-,            -/-
  7,    来宾北,     11:47,     11:50,      03分,       271,         0,     200/-,           -/-/-,            -/-
  8,    南宁东,     12:41,     13:06,      25分,       325,         0,   242.5/-,           -/-/-,            -/-
  9,    钦州东,     13:51,     13:53,      02分,       395,         0,   273.5/-,           -/-/-,            -/-
 10,      合浦,     14:24,     14:26,      02分,       428,         0,   293.5/-,           -/-/-,            -/-
 11,      北海,     14:40,     14:40,      00分,       444,         0,   300.5/-,           -/-/-,            -/-
