   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    杭州东,         -,     15:11,         -,         -,         -,         -,               -,              -
  2,      诸暨,     15:36,     15:38,      02分,        25,         0,    20.5/-,           -/-/-,            -/-
  3,      义乌,     15:52,     15:55,      03分,        41,         0,    33.5/-,           -/-/-,            -/-
  4,      金华,     16:12,     16:15,      03分,        61,         0,    49.5/-,           -/-/-,            -/-
  5,      龙游,     16:31,     16:38,      07分,        80,         0,      85/-,           -/-/-,            -/-
  6,      衢州,     16:49,     16:57,      08分,        98,         0,    93.5/-,           -/-/-,            -/-
  7,      江山,     17:09,     17:11,      02分,       118,         0,     103/-,           -/-/-,            -/-
  8,    鹰潭北,     17:58,     18:00,      02分,       167,         0,   138.5/-,           -/-/-,            -/-
  9,    进贤南,     18:24,     18:29,      05分,       193,         0,   181.5/-,           -/-/-,            -/-
 10,    南昌西,     18:51,     19:03,      12分,       220,         0,   199.5/-,           -/-/-,            -/-
 11,      德安,     19:33,     19:35,      02分,       262,         0,     205/-,           -/-/-,            -/-
 12,      庐山,     19:49,     19:51,      02分,       278,         0,       0/-,           -/-/-,            -/-
 13,      九江,     20:04,     20:04,      00分,       293,         0,   221.5/-,           -/-/-,            -/-
