   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    抚顺北,         -,     06:30,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    沈阳北,     07:03,     07:24,      21分,        33,        44,   13/15.5,           -/-/-,           -/-
  3,    铁岭西,     07:43,     07:45,       2分,        73,        98,   29.5/42,           -/-/-,           -/-
  4,    四平东,     08:20,     08:22,       2分,       110,       224,68.5/104.5,           -/-/-,           -/-
  5,  公主岭南,     08:38,     08:40,       2分,       128,       279,85.5/131.5,           -/-/-,           -/-
  6,      长春,     09:05,     09:08,       3分,       155,       354,108.5/168.5,           -/-/-,           -/-
  7,      吉林,     09:48,     09:50,       2分,       198,       465, 141/207.5,           -/-/-,           -/-
  8,    蛟河西,     10:16,     10:18,       2分,       226,       530, 161/231.5,           -/-/-,           -/-
  9,      敦化,     10:50,     10:52,       2分,       260,       621, 189/265.5,           -/-/-,           -/-
 10,    延吉西,     11:31,         -,          ,       301,       734,   224/307,           -/-/-,           -/-
