   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    深圳北,         -,     13:54,         -,         -,         -,         -,               -,              -
  2,  深圳坪山,     14:15,     14:17,      02分,        21,         0,    10.5/-,           -/-/-,            -/-
  3,    惠州南,     14:27,     14:29,      02分,        33,         0,    16.5/-,           -/-/-,            -/-
  4,      陆丰,     15:16,     15:18,      02分,        82,         0,      56/-,           -/-/-,            -/-
  5,      潮阳,     15:54,     15:56,      02分,       120,         0,    81.5/-,           -/-/-,            -/-
  6,      潮汕,     16:13,     16:15,      02分,       139,         0,   101.5/-,           -/-/-,            -/-
  7,      饶平,     16:34,     16:36,      02分,       160,         0,   101.5/-,           -/-/-,            -/-
  8,      诏安,     16:46,     16:48,      02分,       172,         0,     107/-,           -/-/-,            -/-
  9,      漳浦,     17:12,     17:14,      02分,       198,         0,   125.5/-,           -/-/-,            -/-
 10,      漳州,     17:32,     17:34,      02分,       218,         0,     138/-,           -/-/-,            -/-
 11,    厦门北,     17:54,     18:09,      15分,       240,         0,   150.5/-,           -/-/-,            -/-
 12,      泉州,     18:34,     18:37,      03分,       280,         0,   171.5/-,           -/-/-,            -/-
 13,      仙游,     18:55,     18:57,      02分,       301,         0,     185/-,           -/-/-,            -/-
 14,    福州南,     19:35,     19:35,      00分,       341,         0,     217/-,           -/-/-,            -/-
