   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  上海虹桥,         -,     16:07,         -,         -,         -,         -,               -,              -
  2,    昆山南,     16:26,     16:28,      02分,        19,         0,    14.5/-,           -/-/-,            -/-
  3,      苏州,     16:41,     16:43,      02分,        34,         0,    25.5/-,           -/-/-,            -/-
  4,      无锡,     16:58,     17:00,      02分,        51,         0,    38.5/-,           -/-/-,            -/-
  5,      常州,     17:15,     17:17,      02分,        68,         0,    50.5/-,           -/-/-,            -/-
  6,      丹阳,     17:33,     17:35,      02分,        86,         0,    64.5/-,           -/-/-,            -/-
  7,      镇江,     17:47,     17:49,      02分,       100,         0,    72.5/-,           -/-/-,            -/-
  8,    南京南,     18:18,     18:21,      03分,       131,         0,    95.5/-,           -/-/-,            -/-
  9,    合肥南,     19:15,     19:23,      08分,       188,         0,   156.5/-,           -/-/-,            -/-
 10,      六安,     19:51,     19:53,      02分,       224,         0,     182/-,           -/-/-,            -/-
 11,      金寨,     20:14,     20:16,      02分,       247,         0,   197.5/-,           -/-/-,            -/-
 12,    麻城北,     20:54,     20:56,      02分,       287,         0,     229/-,           -/-/-,            -/-
 13,    红安西,     21:12,     21:14,      02分,       305,         0,   240.5/-,           -/-/-,            -/-
 14,      汉口,     21:47,     21:47,      00分,       340,         0,     262/-,           -/-/-,            -/-
