   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    深圳北,         -,     07:55,         -,         -,         -,         -,               -,              -
  2,  深圳坪山,     08:16,     08:18,      02分,        21,         0,    10.5/-,           -/-/-,            -/-
  3,    惠州南,     08:28,     08:30,      02分,        33,         0,    16.5/-,           -/-/-,            -/-
  4,      葵潭,     09:26,     09:28,      02分,        91,         0,    64.5/-,           -/-/-,            -/-
  5,      潮阳,     09:55,     09:57,      02分,       120,         0,    81.5/-,           -/-/-,            -/-
  6,      潮汕,     10:14,     10:16,      02分,       139,         0,   101.5/-,           -/-/-,            -/-
  7,      饶平,     10:35,     10:41,      06分,       160,         0,   101.5/-,           -/-/-,            -/-
  8,    厦门北,     11:41,     11:47,      06分,       226,         0,   150.5/-,           -/-/-,            -/-
  9,      惠安,     12:18,     12:20,      02分,       263,         0,   176.5/-,           -/-/-,            -/-
 10,      涵江,     12:45,     12:47,      02分,       290,         0,   197.5/-,           -/-/-,            -/-
 11,    福州南,     13:11,     13:16,      05分,       316,         0,     217/-,           -/-/-,            -/-
 12,      宁德,     13:50,     13:52,      02分,       355,         0,   242.5/-,           -/-/-,            -/-
 13,      霞浦,     14:14,     14:16,      02分,       379,         0,     260/-,           -/-/-,            -/-
 14,      苍南,     14:48,     14:50,      02分,       413,         0,   286.5/-,           -/-/-,            -/-
 15,      鳌江,     15:00,     15:02,      02分,       425,         0,     291/-,           -/-/-,            -/-
 16,      瑞安,     15:11,     15:13,      02分,       436,         0,   296.5/-,           -/-/-,            -/-
 17,    温州南,     15:27,     15:27,      00分,       452,         0,     303/-,           -/-/-,            -/-
