   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    重庆北,         -,     07:27,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    涪陵北,     08:04,     08:06,       2分,        29,        92,   27/32.5,           -/-/-,           -/-
  3,    石柱县,     08:41,     08:43,       2分,        66,       134,   39.5/47,           -/-/-,           -/-
  4,      恩施,     09:48,     09:55,       7分,       133,       339,  99.5/119,           -/-/-,           -/-
  5,    宜昌东,     11:40,     11:45,       5分,       245,       553,   162/195,           -/-/-,           -/-
  6,    枝江北,     12:03,     12:05,       2分,       268,       597,   175/210,           -/-/-,           -/-
  7,      荆州,     12:23,     12:26,       3分,       288,       641, 188/225.5,           -/-/-,           -/-
  8,    仙桃西,     12:58,     13:00,       2分,       323,       731,   214/257,           -/-/-,           -/-
  9,    天门南,     13:14,     13:16,       2分,       339,       762,       -/-,           -/-/-,           -/-
 10,      汉川,     13:31,     13:33,       2分,       356,       799,       -/-,           -/-/-,           -/-
 11,      汉口,     13:59,     14:06,       7分,       384,       845,247.5/297.5,           -/-/-,           -/-
 12,    红安西,     14:40,     14:42,       2分,       425,       917, 269/322.5,           -/-/-,           -/-
 13,    麻城北,     15:00,     15:14,      14分,       443,       956,280.5/336.5,           -/-/-,           -/-
 14,      金寨,     15:56,     15:58,       2分,       499,      1065,   312/375,           -/-/-,           -/-
 15,      六安,     16:18,     16:20,       2分,       521,      1117, 327.5/393,           -/-/-,           -/-
 16,    合肥南,     16:49,     16:57,       8分,       554,      1204, 353/423.5,           -/-/-,           -/-
 17,      肥东,     17:08,     17:09,       1分,       573,      1223,359.5/431.5,           -/-/-,           -/-
 18,    南京南,     17:56,     18:05,       9分,       621,      1358, 413.5/495,           -/-/-,           -/-
 19,    瓦屋山,     18:31,     18:40,       9分,       656,      1426,434.5/528.5,           -/-/-,           -/-
 20,      宜兴,     19:02,     19:23,      21分,       687,      1487,453.5/558.5,           -/-/-,           -/-
 21,      湖州,     19:45,     19:47,       2分,       730,      1543,470.5/586.5,           -/-/-,           -/-
 22,      德清,     20:02,     20:04,       2分,       747,      1579, 481.5/604,           -/-/-,           -/-
 23,    杭州东,     20:19,     20:29,      10分,       772,      1614,492.5/621.5,           -/-/-,           -/-
 24,    绍兴北,     20:49,     20:51,       2分,       802,      1657, 506/642.5,           -/-/-,           -/-
 25,    上虞北,     21:04,     21:09,       5分,       809,      1688, 515.5/658,           -/-/-,           -/-
 26,    余姚北,     21:23,     21:25,       2分,       836,      1720,   525/658,           -/-/-,           -/-
 27,      宁波,     21:49,         -,          ,       862,      1772, 540.5/698,           -/-/-,           -/-
