   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      汉口,         -,     07:36,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      金寨,     09:02,     09:04,       2分,        87,       220, 64.5/77.5,           -/-/-,           -/-
  3,      六安,     09:24,     09:26,       2分,       109,       272, 79.5/95.5,           -/-/-,           -/-
  4,    合肥南,     09:54,     10:01,       7分,       139,       672,105.5/126.5,           -/-/-,           -/-
  5,      肥东,     10:12,     10:15,       3分,       157,       691, 111.5/134,           -/-/-,           -/-
  6,    南京南,     11:02,     11:13,      11分,       206,       826,   166/198,           -/-/-,           -/-
  7,      镇江,     11:42,     11:44,       2分,       246,       900, 189/225.5,           -/-/-,           -/-
  8,      丹阳,     11:57,     12:02,       5分,       261,       927, 197/235.5,           -/-/-,           -/-
  9,      常州,     12:17,     12:19,       2分,       281,       972,   211/252,           -/-/-,           -/-
 10,      无锡,     12:34,     12:36,       2分,       298,      1011, 223/266.5,           -/-/-,           -/-
 11,      苏州,     12:52,     12:54,       2分,       316,      1053,   236/282,           -/-/-,           -/-
 12,    昆山南,     13:06,     13:08,       2分,       330,      1087,246.5/294.5,           -/-/-,           -/-
 13,  上海虹桥,     13:28,         -,          ,       352,       827,   262/313,           -/-/-,           -/-
