   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    广州南,         -,     09:43,         -,         -,         -,         -,               -,              -
  2,    三水南,     10:10,     10:12,      02分,        27,         0,    15.5/-,           -/-/-,            -/-
  3,      怀集,     10:49,     10:51,      02分,        66,         0,      53/-,           -/-/-,            -/-
  4,      贺州,     11:20,     11:22,      02分,        97,         0,    80.5/-,           -/-/-,            -/-
  5,      恭城,     11:48,     11:50,      02分,       125,         0,   106.5/-,           -/-/-,            -/-
  6,      阳朔,     12:03,     12:05,      02分,       140,         0,     117/-,           -/-/-,            -/-
  7,    桂林西,     12:33,     12:37,      04分,       170,         0,     137/-,           -/-/-,            -/-
  8,      从江,     13:27,     13:29,      02分,       224,         0,     180/-,           -/-/-,            -/-
  9,    都匀东,     14:19,     14:21,      02分,       276,         0,   228.5/-,           -/-/-,            -/-
 10,    龙里北,     14:48,     14:50,      02分,       305,         0,   251.5/-,           -/-/-,            -/-
 11,    贵阳北,     15:15,     15:15,      00分,       332,         0,   267.5/-,           -/-/-,            -/-
