   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      福州,         -,     07:58,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      尤溪,     08:52,     08:54,       2分,        54,       153, 44.5/53.5,           -/-/-,           -/-
  3,    三明北,     09:13,     09:15,       2分,        75,       195,   57/68.5,           -/-/-,           -/-
  4,      将乐,     09:34,     09:36,       2分,        96,       245,       -/-,           -/-/-,           -/-
  5,      泰宁,     09:54,     09:56,       2分,       110,       287,    84/101,           -/-/-,           -/-
  6,      南丰,     10:24,     10:26,       2分,       140,       366,107.5/128.5,           -/-/-,           -/-
  7,      南城,     10:40,     10:42,       2分,       156,       398,   117/140,           -/-/-,           -/-
  8,      抚州,     11:01,     11:03,       2分,       177,       446, 130.5/157,           -/-/-,           -/-
  9,    南昌西,     11:41,     11:54,      13分,       223,       547,160.5/192.5,           -/-/-,           -/-
 10,      高安,     12:12,     12:14,       2分,       254,       594, 175/215.5,           -/-/-,           -/-
 11,      宜春,     12:50,     12:52,       2分,       292,       723, 215/279.5,           -/-/-,           -/-
 12,    萍乡北,     13:12,     13:17,       5分,       314,       784,233.5/309.5,           -/-/-,           -/-
 13,    长沙南,     13:52,         -,          ,       354,       889, 266/361.5,           -/-/-,           -/-
