   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      龙岩,         -,     07:16,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      漳州,     07:59,     08:01,       2分,        44,       114, 32.5/39.5,           -/-/-,           -/-
  3,    厦门北,     08:20,     08:24,       4分,        65,       156, 45.5/54.5,           -/-/-,           -/-
  4,      晋江,     08:42,     08:44,       2分,        93,       248, 59.5/70.5,           -/-/-,           -/-
  5,      泉州,     08:55,     08:57,       2分,       106,       298, 65.5/79.5,           -/-/-,           -/-
  6,      莆田,     09:22,     09:24,       2分,       133,       367,86.5/103.5,           -/-/-,           -/-
  7,      福清,     09:43,     09:45,       2分,       154,       417,101.5/122.5,           -/-/-,           -/-
  8,    福州南,     10:00,     10:02,       2分,       171,       453,111.5/134.5,           -/-/-,           -/-
  9,      连江,     10:20,     10:22,       2分,       191,       485,121.5/145.5,           -/-/-,           -/-
 10,      宁德,     10:43,     10:45,       2分,       214,       541,   138/165,           -/-/-,           -/-
 11,      福安,     10:57,     10:59,       2分,       222,       568,   145/175,           -/-/-,           -/-
 12,      霞浦,     11:13,     11:15,       2分,       238,       600,   155/185,           -/-/-,           -/-
 13,      福鼎,     11:36,         -,          ,       260,       582,   170/204,           -/-/-,           -/-
