   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      汉口,         -,     08:20,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    麻城北,     09:08,     09:11,       3分,        48,       111, 31.5/38.5,           -/-/-,           -/-
  3,      六安,     10:11,     10:13,       2分,       111,       272, 79.5/95.5,           -/-/-,           -/-
  4,    合肥南,     10:42,     10:48,       6分,       142,       359,105.5/126.5,           -/-/-,           -/-
  5,      肥东,     10:59,     11:01,       2分,       159,       381, 111.5/134,           -/-/-,           -/-
  6,      全椒,     11:30,     11:32,       2分,       190,       460,146.5/176.5,           -/-/-,           -/-
  7,    南京南,     11:54,     11:58,       4分,       214,       516,   166/198,           -/-/-,           -/-
  8,      丹阳,     12:35,     12:44,       9分,       255,       617, 197/235.5,           -/-/-,           -/-
  9,      常州,     12:59,     13:01,       2分,       279,       662,   211/252,           -/-/-,           -/-
 10,    戚墅堰,     13:09,     13:18,       9分,       289,       673,       -/-,           -/-/-,           -/-
 11,      无锡,     13:29,     13:31,       2分,       309,       701, 223/266.5,           -/-/-,           -/-
 12,      苏州,     13:47,     13:49,       2分,       327,       743,   236/282,           -/-/-,           -/-
 13,    昆山南,     14:01,     14:03,       2分,       341,       777,246.5/294.5,           -/-/-,           -/-
 14,  上海虹桥,     14:22,         -,          ,       362,       827,   262/313,           -/-/-,           -/-
