   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    长沙南,         -,     14:15,         -,         -,         -,         -,               -,              -
  2,    新余北,     15:23,     15:30,      07分,        68,         0,    66.5/-,           -/-/-,            -/-
  3,    南昌西,     16:07,     16:19,      12分,       112,         0,   105.5/-,           -/-/-,            -/-
  4,      抚州,     16:56,     16:58,      02分,       161,         0,     135/-,           -/-/-,            -/-
  5,      南丰,     17:27,     17:29,      02分,       192,         0,   158.5/-,           -/-/-,            -/-
  6,  建宁县北,     17:49,     17:51,      02分,       214,         0,     173/-,           -/-/-,            -/-
  7,      将乐,     18:17,     18:19,      02分,       242,         0,     194/-,           -/-/-,            -/-
  8,    三明北,     18:39,     18:43,      04分,       264,         0,   208.5/-,           -/-/-,            -/-
  9,      尤溪,     19:01,     19:03,      02分,       286,         0,     221/-,           -/-/-,            -/-
 10,      莆田,     19:56,     19:58,      02分,       341,         0,     266/-,           -/-/-,            -/-
 11,      泉州,     20:23,     20:33,      10分,       368,         0,   286.5/-,           -/-/-,            -/-
 12,      晋江,     20:45,     20:47,      02分,       390,         0,   293.5/-,           -/-/-,            -/-
 13,    厦门北,     21:06,     21:06,      00分,       411,         0,   307.5/-,           -/-/-,            -/-
