   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    宜昌东,         -,     08:30,         -,         -,         -,         -,               -,              -
  2,    枝江北,     08:48,     08:50,      02分,        18,         0,    12.5/-,           -/-/-,            -/-
  3,      荆州,     09:08,     09:11,      03分,        38,         0,    25.5/-,           -/-/-,            -/-
  4,    天门南,     09:57,     09:59,      02分,        87,         0,    61.5/-,           -/-/-,            -/-
  5,      汉川,     10:14,     10:16,      02分,       104,         0,    71.5/-,           -/-/-,            -/-
  6,      汉口,     10:42,     10:50,      08分,       132,         0,    84.5/-,           -/-/-,            -/-
  7,    红安西,     11:23,     11:25,      02分,       173,         0,   106.5/-,           -/-/-,            -/-
  8,    麻城北,     11:43,     11:45,      02分,       193,         0,   118.5/-,           -/-/-,            -/-
  9,      金寨,     12:26,     12:28,      02分,       236,         0,     150/-,           -/-/-,            -/-
 10,      六安,     12:48,     12:50,      02分,       258,         0,     165/-,           -/-/-,            -/-
 11,    合肥南,     13:19,     13:29,      10分,       289,         0,     191/-,           -/-/-,            -/-
 12,      肥东,     13:40,     13:42,      02分,       310,         0,     197/-,           -/-/-,            -/-
 13,    南京南,     14:31,     14:31,      00分,       361,         0,   251.5/-,           -/-/-,            -/-
