   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  上海虹桥,         -,     06:04,         -,         -,         -,         -,               -,              -
  2,      无锡,     06:49,     06:51,      02分,        45,         0,    38.5/-,           -/-/-,            -/-
  3,      常州,     07:08,     07:10,      02分,        64,         0,    50.5/-,           -/-/-,            -/-
  4,      镇江,     07:37,     07:39,      02分,        93,         0,    72.5/-,           -/-/-,            -/-
  5,    南京南,     08:10,     08:13,      03分,       126,         0,    95.5/-,           -/-/-,            -/-
  6,    合肥南,     09:07,     09:14,      07分,       183,         0,   156.5/-,           -/-/-,            -/-
  7,      六安,     09:42,     09:44,      02分,       218,         0,     182/-,           -/-/-,            -/-
  8,      金寨,     10:04,     10:06,      02分,       240,         0,   197.5/-,           -/-/-,            -/-
  9,    麻城北,     10:46,     10:48,      02分,       282,         0,     229/-,           -/-/-,            -/-
 10,      汉口,     11:34,     11:40,      06分,       330,         0,     262/-,           -/-/-,            -/-
 11,      荆州,     12:56,     12:58,      02分,       412,         0,     322/-,           -/-/-,            -/-
 12,    宜昌东,     13:30,     13:34,      04分,       446,         0,   347.5/-,           -/-/-,            -/-
 13,      建始,     14:59,     15:01,      02分,       535,         0,     400/-,           -/-/-,            -/-
 14,      恩施,     15:24,     15:30,      06分,       560,         0,     410/-,           -/-/-,            -/-
 15,      利川,     16:05,     16:07,      02分,       601,         0,   428.5/-,           -/-/-,            -/-
 16,    石柱县,     16:47,     16:49,      02分,       643,         0,     456/-,           -/-/-,            -/-
 17,    涪陵北,     17:24,     17:26,      02分,       680,         0,   482.5/-,           -/-/-,            -/-
 18,    重庆北,     18:03,     18:11,      08分,       719,         0,   509.5/-,           -/-/-,            -/-
 19,      潼南,     18:56,     18:58,      02分,       772,         0,     545/-,           -/-/-,            -/-
 20,      遂宁,     19:27,     19:29,      02分,       803,         0,     561/-,           -/-/-,            -/-
 21,    成都东,     20:25,     20:25,      00分,       861,         0,     606/-,           -/-/-,            -/-
