   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    杭州东,         -,     08:41,         -,         -,         -,         -,               -,              -
  2,      湖州,     09:06,     09:14,      08分,        25,         0,      22/-,           -/-/-,            -/-
  3,      长兴,     09:26,     09:27,      01分,        45,         0,      28/-,           -/-/-,            -/-
  4,      溧阳,     09:52,     09:57,      05分,        71,         0,      49/-,           -/-/-,            -/-
  5,      江宁,     10:28,     10:36,      08分,       107,         0,    75.5/-,           -/-/-,            -/-
  6,    南京南,     10:44,     10:52,      08分,       123,         0,      79/-,           -/-/-,            -/-
  7,      全椒,     11:13,     11:15,      02分,       152,         0,    99.5/-,           -/-/-,            -/-
  8,    合肥南,     11:53,     11:58,      05分,       192,         0,   139.5/-,           -/-/-,            -/-
  9,      六安,     12:26,     12:28,      02分,       225,         0,     165/-,           -/-/-,            -/-
 10,    麻城北,     13:27,     13:29,      02分,       286,         0,     212/-,           -/-/-,            -/-
 11,      汉口,     14:14,     14:24,      10分,       333,         0,     245/-,           -/-/-,            -/-
 12,      荆州,     15:40,     15:42,      02分,       419,         0,     305/-,           -/-/-,            -/-
 13,    宜昌东,     16:15,     16:23,      08分,       454,         0,   330.5/-,           -/-/-,            -/-
 14,      恩施,     18:09,     18:18,      09分,       568,         0,     393/-,           -/-/-,            -/-
 15,      利川,     18:52,     18:54,      02分,       611,         0,   411.5/-,           -/-/-,            -/-
 16,    石柱县,     19:33,     19:35,      02分,       652,         0,     439/-,           -/-/-,            -/-
 17,    涪陵北,     20:10,     20:12,      02分,       689,         0,   465.5/-,           -/-/-,            -/-
 18,    重庆北,     20:49,     20:57,      08分,       728,         0,   492.5/-,           -/-/-,            -/-
 19,      合川,     21:22,     21:24,      02分,       761,         0,     513/-,           -/-/-,            -/-
 20,      潼南,     21:49,     21:51,      02分,       788,         0,     528/-,           -/-/-,            -/-
 21,    成都东,     23:08,     23:08,      00分,       867,         0,     589/-,           -/-/-,            -/-
