   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    大连北,         -,     07:54,         -,         -,         -,         -,               -,              -
  2,      金州,     08:05,     08:07,      02分,        11,         0,     7.5/-,           -/-/-,            -/-
  3,    广宁寺,     08:19,     08:21,      02分,        25,         0,      11/-,           -/-/-,            -/-
  4,    登沙河,     08:31,     08:33,      02分,        37,         0,    18.5/-,           -/-/-,            -/-
  5,    杏树屯,     08:40,     08:42,      02分,        46,         0,      22/-,           -/-/-,            -/-
  6,      皮口,     08:54,     08:56,      02分,        60,         0,      31/-,           -/-/-,            -/-
  7,    花园口,     09:08,     09:10,      02分,        74,         0,      41/-,           -/-/-,            -/-
  8,    庄河北,     09:25,     09:27,      02分,        91,         0,      54/-,           -/-/-,            -/-
  9,      青堆,     09:40,     09:42,      02分,       106,         0,    64.5/-,           -/-/-,            -/-
 10,    大孤山,     09:56,     09:58,      02分,       122,         0,    76.5/-,           -/-/-,            -/-
 11,    东港北,     10:17,     10:19,      02分,       143,         0,    94.5/-,           -/-/-,            -/-
 12,      丹东,     10:36,     10:36,      00分,       162,         0,   108.5/-,           -/-/-,            -/-
