   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  乌鲁木齐,         -,     10:18,         -,         -,         -,         -,               -,              -
  2,乌鲁木齐南,     10:30,     10:45,      15分,        12,         0,       6/-,           -/-/-,            -/-
  3,  吐鲁番北,     11:39,     11:42,      03分,        81,         0,      49/-,           -/-/-,            -/-
  4,    鄯善北,     12:14,     12:17,      03分,       116,         0,      77/-,           -/-/-,            -/-
  5,      哈密,     13:45,     13:54,      09分,       207,         0,   163.5/-,           -/-/-,            -/-
  6,    柳园南,     15:20,     15:23,      03分,       302,         0,     244/-,           -/-/-,            -/-
  7,      玉门,     16:18,     16:21,      03分,       360,         0,   294.5/-,           -/-/-,            -/-
  8,  嘉峪关南,     17:05,     17:11,      06分,       407,         0,     333/-,           -/-/-,            -/-
  9,    酒泉南,     17:23,     17:27,      04分,       425,         0,   339.5/-,           -/-/-,            -/-
 10,    高台南,     18:12,     18:14,      02分,       474,         0,   376.5/-,           -/-/-,            -/-
 11,    张掖西,     18:48,     18:51,      03分,       510,         0,   398.5/-,           -/-/-,            -/-
 12,      西宁,     20:35,     20:39,      04分,       617,         0,   490.5/-,           -/-/-,            -/-
 13,    乐都南,     21:02,     21:04,      02分,       644,         0,   507.5/-,           -/-/-,            -/-
 14,    兰州西,     21:51,     21:51,      00分,       693,         0,   548.5/-,           -/-/-,            -/-
