   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    深圳北,         -,     15:46,         -,         -,         -,         -,               -,              -
  2,  深圳坪山,     16:07,     16:09,      02分,        21,         0,    10.5/-,           -/-/-,            -/-
  3,      鲘门,     16:40,     16:42,      02分,        54,         0,      36/-,           -/-/-,            -/-
  4,      陆丰,     17:08,     17:10,      02分,        82,         0,      56/-,           -/-/-,            -/-
  5,      潮阳,     17:46,     17:48,      02分,       120,         0,    81.5/-,           -/-/-,            -/-
  6,      潮汕,     18:04,     18:06,      02分,       138,         0,    89.5/-,           -/-/-,            -/-
  7,      漳浦,     18:55,     18:57,      02分,       189,         0,   125.5/-,           -/-/-,            -/-
  8,    厦门北,     19:31,     19:35,      04分,       225,         0,   150.5/-,           -/-/-,            -/-
  9,      泉州,     20:00,     20:02,      02分,       254,         0,   171.5/-,           -/-/-,            -/-
 10,      仙游,     20:20,     20:22,      02分,       274,         0,     185/-,           -/-/-,            -/-
 11,      莆田,     20:33,     20:35,      02分,       287,         0,     192/-,           -/-/-,            -/-
 12,    福州南,     21:05,     21:09,      04分,       319,         0,     217/-,           -/-/-,            -/-
 13,      福州,     21:26,     21:26,      00分,       340,         0,     217/-,           -/-/-,            -/-
