   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    成都东,         -,     08:01,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      潼南,     09:23,     09:25,       2分,        82,       198,     61/73,           -/-/-,           -/-
  3,      合川,     09:50,     09:52,       2分,       109,       248,     76/91,           -/-/-,           -/-
  4,    重庆北,     10:15,     10:23,       8分,       134,       304,  96.5/116,           -/-/-,           -/-
  5,    长寿北,     10:51,     10:53,       2分,       170,       372, 116.5/140,           -/-/-,           -/-
  6,    石柱县,     11:38,     11:40,       2分,       217,       487, 150/180.5,           -/-/-,           -/-
  7,      利川,     12:17,     12:19,       2分,       256,       582,   178/214,           -/-/-,           -/-
  8,      恩施,     12:51,     12:55,       4分,       290,       643,   196/235,           -/-/-,           -/-
  9,      建始,     13:17,     13:19,       2分,       316,       678, 206/247.5,           -/-/-,           -/-
 10,    宜昌东,     14:46,     14:51,       5分,       405,       857, 258.5/311,           -/-/-,           -/-
 11,      荆州,     15:23,     15:25,       2分,       442,       945,284.5/341.5,           -/-/-,           -/-
 12,      潜江,     15:52,     15:54,       2分,       471,      1015, 305/366.5,           -/-/-,           -/-
 13,    天门南,     16:15,     16:17,       2分,       494,      1066,   320/384,           -/-/-,           -/-
 14,      汉口,     16:54,     17:05,      11分,       533,      1149, 344/413.5,           -/-/-,           -/-
 15,    麻城北,     17:53,     17:55,       2分,       592,      1260, 377/452.5,           -/-/-,           -/-
 16,      金寨,     18:33,     18:35,       2分,       632,      1369, 408.5/491,           -/-/-,           -/-
 17,      六安,     18:55,     18:57,       2分,       654,      1421,   424/509,           -/-/-,           -/-
 18,    合肥南,     19:26,     19:32,       6分,       685,      1508,449.5/539.5,           -/-/-,           -/-
 19,      全椒,     20:08,     20:15,       7分,       727,      1609,   491/590,           -/-/-,           -/-
 20,    南京南,     20:37,     20:40,       3分,       756,      1665,   510/611,           -/-/-,           -/-
 21,      镇江,     21:10,     21:12,       2分,       789,      1739, 533/638.5,           -/-/-,           -/-
 22,      常州,     21:39,     21:41,       2分,       818,      1811,   555/665,           -/-/-,           -/-
 23,      苏州,     22:12,     22:14,       2分,       851,      1892,   580/695,           -/-/-,           -/-
 24,    昆山南,     22:28,     22:34,       6分,       867,      1926,590.5/707.5,           -/-/-,           -/-
 25,  上海虹桥,     22:56,         -,          ,       895,      1976,   606/726,           -/-/-,           -/-
