   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    秦皇岛,         -,     17:15,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    北戴河,     17:26,     17:43,      17分,        11,        21,  6.5/10.5,           -/-/-,           -/-
  3,      滦河,     18:03,     18:05,       2分,        48,        86, 26.5/42.5,           -/-/-,           -/-
  4,      唐山,     18:25,     18:27,       2分,        70,       147, 45.5/72.5,           -/-/-,           -/-
  5,      天津,     19:03,     19:06,       3分,       108,       261,  80.5/129,           -/-/-,           -/-
  6,    天津西,     19:15,     19:17,       2分,       120,       266,  82/131.5,           -/-/-,           -/-
  7,      胜芳,     19:34,     19:36,       2分,       139,       302,  95.5/153,           -/-/-,           -/-
  8,      白沟,     20:00,     20:02,       2分,       165,       362,117.5/188.5,           -/-/-,           -/-
  9,      徐水,     20:22,     20:24,       2分,       187,       404, 133/213.5,           -/-/-,           -/-
 10,      保定,     20:41,     20:49,       8分,       206,       428,   140/222,           -/-/-,           -/-
 11,      正定,     21:57,     21:59,       2分,       282,       545, 174.5/263,           -/-/-,           -/-
 12,    石家庄,     22:15,         -,          ,       300,       563,179.5/269.5,           -/-/-,           -/-
