   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      福州,         -,     15:35,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      永泰,     16:00,     16:03,       3分,        25,        58,   17/20.5,           -/-/-,           -/-
  3,    三明北,     16:50,     16:52,       2分,        75,       195,   57/68.5,           -/-/-,           -/-
  4,      将乐,     17:12,     17:14,       2分,        97,       245,   71.5/86,           -/-/-,           -/-
  5,      泰宁,     17:31,     17:33,       2分,       116,       287,    84/101,           -/-/-,           -/-
  6,      南丰,     18:02,     18:04,       2分,       147,       366,107.5/128.5,           -/-/-,           -/-
  7,      抚州,     18:33,     18:35,       2分,       178,       446, 130.5/157,           -/-/-,           -/-
  8,    南昌西,     19:12,     19:18,       6分,       217,       547,160.5/192.5,           -/-/-,           -/-
  9,    共青城,     19:46,     19:47,       1分,       251,       626,183.5/220.5,           -/-/-,           -/-
 10,      庐山,     20:04,     20:05,       1分,       269,       670, 196/235.5,           -/-/-,           -/-
 11,      阳新,     20:54,     20:56,       2分,       319,       760, 223/267.5,           -/-/-,           -/-
 12,      鄂州,     21:26,     21:28,       2分,       351,       831, 243.5/292,           -/-/-,           -/-
 13,      武汉,     21:58,     22:04,       6分,       383,       891,261.5/313.5,           -/-/-,           -/-
 14,      汉口,     22:27,         -,          ,       412,       922, 271.5/326,           -/-/-,           -/-
