   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    石家庄,         -,     07:05,         -,         -,         -,         -,               -,              -
  2,      正定,     07:19,     07:21,      02分,        14,         0,     5.5/-,           -/-/-,            -/-
  3,      保定,     08:20,     08:30,      10分,        75,         0,      55/-,           -/-/-,            -/-
  4,      徐水,     08:44,     09:03,      19分,        99,         0,      59/-,           -/-/-,            -/-
  5,    白洋淀,     09:16,     09:18,      02分,       131,         0,      65/-,           -/-/-,            -/-
  6,    霸州西,     09:35,     09:37,      02分,       150,         0,    70.5/-,           -/-/-,            -/-
  7,    天津西,     10:05,     10:08,      03分,       180,         0,    97.5/-,           -/-/-,            -/-
  8,      天津,     10:16,     10:18,      02分,       191,         0,    97.5/-,           -/-/-,            -/-
  9,    滨海北,     10:40,     10:51,      11分,       215,         0,   117.5/-,           -/-/-,            -/-
 10,      唐山,     11:09,     11:16,      07分,       244,         0,     134/-,           -/-/-,            -/-
 11,    秦皇岛,     11:59,     11:59,      00分,       294,         0,   179.5/-,           -/-/-,            -/-
