   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      汉口,         -,     07:55,         -,         -,         -,         -,               -,              -
  2,    仙桃西,     08:39,     08:41,      02分,        44,         0,    32.5/-,           -/-/-,            -/-
  3,      荆州,     09:14,     09:16,      02分,        79,         0,    59.5/-,           -/-/-,            -/-
  4,    枝江北,     09:34,     09:36,      02分,        99,         0,    72.5/-,           -/-/-,            -/-
  5,    宜昌东,     09:55,     10:06,      11分,       120,         0,    84.5/-,           -/-/-,            -/-
  6,      建始,     11:33,     11:36,      03分,       218,         0,     138/-,           -/-/-,            -/-
  7,      恩施,     11:59,     12:05,      06分,       244,         0,     148/-,           -/-/-,            -/-
  8,      利川,     12:39,     12:41,      02分,       284,         0,   166.5/-,           -/-/-,            -/-
  9,    石柱县,     13:20,     13:22,      02分,       325,         0,   194.5/-,           -/-/-,            -/-
 10,    涪陵北,     13:57,     13:59,      02分,       362,         0,     221/-,           -/-/-,            -/-
 11,    长寿北,     14:11,     14:15,      04分,       376,         0,   227.5/-,           -/-/-,            -/-
 12,    重庆北,     14:44,     14:44,      00分,       409,         0,   247.5/-,           -/-/-,            -/-
