   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    深圳北,         -,     14:55,         -,         -,         -,         -,               -,              -
  2,    惠州南,     15:22,     15:24,      02分,        27,         0,    16.5/-,           -/-/-,            -/-
  3,      陆丰,     16:11,     16:13,      02分,        76,         0,      56/-,           -/-/-,            -/-
  4,      潮汕,     17:01,     17:03,      02分,       126,         0,    89.5/-,           -/-/-,            -/-
  5,      诏安,     17:28,     17:30,      02分,       153,         0,     107/-,           -/-/-,            -/-
  6,      漳浦,     17:54,     17:57,      03分,       179,         0,   125.5/-,           -/-/-,            -/-
  7,    厦门北,     18:31,     18:36,      05分,       216,         0,   150.5/-,           -/-/-,            -/-
  8,      晋江,     18:54,     18:56,      02分,       239,         0,   164.5/-,           -/-/-,            -/-
  9,      惠安,     19:13,     19:15,      02分,       258,         0,   176.5/-,           -/-/-,            -/-
 10,      莆田,     19:34,     19:39,      05分,       279,         0,     192/-,           -/-/-,            -/-
 11,      福清,     19:58,     20:01,      03分,       303,         0,     206/-,           -/-/-,            -/-
 12,    福州南,     20:16,     20:37,      21分,       321,         0,     217/-,           -/-/-,            -/-
 13,      福州,     20:52,     20:56,      04分,       357,         0,     217/-,           -/-/-,            -/-
 14,    南平北,     21:35,     21:37,      02分,       400,         0,     260/-,           -/-/-,            -/-
 15,  武夷山东,     22:10,     22:10,      00分,       435,         0,     292/-,           -/-/-,            -/-
