   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    重庆北,         -,     07:39,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    长寿北,     08:08,     08:10,       2分,        29,        68,     20/24,           -/-/-,           -/-
  3,    涪陵北,     08:22,     08:24,       2分,        43,        92,   27/32.5,           -/-/-,           -/-
  4,      恩施,     10:03,     10:10,       7分,       144,       339,  99.5/119,           -/-/-,           -/-
  5,      建始,     10:32,     10:34,       2分,       173,       374,109.5/131.5,           -/-/-,           -/-
  6,    宜昌东,     12:01,     12:06,       5分,       262,       553,   162/195,           -/-/-,           -/-
  7,    枝江北,     12:24,     12:26,       2分,       285,       597,   175/210,           -/-/-,           -/-
  8,      荆州,     12:44,     12:47,       3分,       305,       641, 188/225.5,           -/-/-,           -/-
  9,      潜江,     13:13,     13:15,       2分,       334,       711,208.5/250.5,           -/-/-,           -/-
 10,    仙桃西,     13:25,     13:27,       2分,       346,       731, 223.5/268,           -/-/-,           -/-
 11,      汉川,     13:52,     13:54,       2分,       373,       799,   234/281,           -/-/-,           -/-
 12,      汉口,     14:20,     14:52,      32分,       401,       845,247.5/297.5,           -/-/-,           -/-
 13,      武汉,     15:14,     15:17,       3分,       455,       881,258.5/309.5,           -/-/-,           -/-
 14,      黄石,     16:01,     16:03,       2分,       502,       968,283.5/340.5,           -/-/-,           -/-
 15,      阳新,     16:26,     16:28,       2分,       527,      1012,   297/356,           -/-/-,           -/-
 16,      瑞昌,     17:06,     17:09,       3分,       567,      1073,314.5/377.5,           -/-/-,           -/-
 17,    南昌西,     18:04,     18:08,       4分,       625,      1225,   359/431,           -/-/-,           -/-
 18,      抚州,     18:47,     18:49,       2分,       668,      1326,388.5/466.5,           -/-/-,           -/-
 19,      南丰,     19:18,     19:20,       2分,       699,      1406,412.5/494.5,           -/-/-,           -/-
 20,  建宁县北,     19:40,     19:42,       2分,       721,      1455,426.5/511.5,           -/-/-,           -/-
 21,      泰宁,     19:55,     19:57,       2分,       736,      1485, 435/522.5,           -/-/-,           -/-
 22,    三明北,     20:30,     20:34,       4分,       771,      1577,   462/555,           -/-/-,           -/-
 23,      莆田,     21:41,     21:43,       2分,       842,      1773,519.5/623.5,           -/-/-,           -/-
 24,      泉州,     22:08,     22:10,       2分,       869,      1842,   540/648,           -/-/-,           -/-
 25,    厦门北,     22:37,         -,          ,       898,      1913,   561/673,           -/-/-,           -/-
