   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    延吉西,         -,     08:24,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    安图西,     08:43,     08:45,       2分,        19,        50, 15.5/18.5,           -/-/-,           -/-
  3,      敦化,     09:09,     09:11,       2分,        44,       113,     35/42,           -/-/-,           -/-
  4,      吉林,     10:05,     10:07,       2分,       101,       269,   83/99.5,           -/-/-,           -/-
  5,      长春,     10:47,     10:50,       3分,       143,       380,115.5/138.5,           -/-/-,           -/-
  6,    四平东,     11:28,     11:30,       2分,       184,       510,155.5/202.5,           -/-/-,           -/-
  7,    铁岭西,     12:04,     12:06,       2分,       219,       636, 194.5/265,           -/-/-,           -/-
  8,    沈阳北,     12:26,     12:30,       4分,       241,       690, 211/291.5,           -/-/-,           -/-
  9,    沈阳南,     12:46,     12:48,       2分,       262,       710,217.5/301.5,           -/-/-,           -/-
 10,      本溪,     13:11,     13:13,       2分,       287,       771, 236.5/324,           -/-/-,           -/-
 11,    凤城东,     13:44,     13:46,       2分,       320,       873,   268/362,           -/-/-,           -/-
 12,      丹东,     14:03,         -,          ,       339,       918,281.5/378.5,           -/-/-,           -/-
