   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      利川,         -,     13:53,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      恩施,     14:25,     14:33,       8分,        32,        61,   18/21.5,           -/-/-,           -/-
  3,      建始,     14:55,     14:57,       2分,        62,        96,   28/33.5,           -/-/-,           -/-
  4,    宜昌东,     16:23,     16:29,       6分,       150,       275,     81/97,           -/-/-,           -/-
  5,    枝江北,     16:47,     16:49,       2分,       174,       319,       -/-,           -/-/-,           -/-
  6,      荆州,     17:07,     17:09,       2分,       194,       363, 106.5/128,           -/-/-,           -/-
  7,      潜江,     17:35,     17:37,       2分,       222,       433, 127/152.5,           -/-/-,           -/-
  8,    天门南,     18:03,     18:05,       2分,       250,       484,   142/170,           -/-/-,           -/-
  9,      汉口,     18:43,     18:49,       6分,       290,       567,166.5/199.5,           -/-/-,           -/-
 10,      武汉,     19:12,         -,          ,       319,       603,176.5/212.5,           -/-/-,           -/-
