   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    贵阳北,         -,     14:48,         -,         -,         -,         -,               -,              -
  2,    龙洞堡,     15:04,     15:06,      02分,        16,         0,     8.5/-,           -/-/-,            -/-
  3,    都匀东,     15:39,     15:41,      02分,        51,         0,      39/-,           -/-/-,            -/-
  4,      从江,     16:30,     16:32,      02分,       102,         0,    87.5/-,           -/-/-,            -/-
  5,    桂林西,     17:17,     17:21,      04分,       149,         0,   130.5/-,           -/-/-,            -/-
  6,      恭城,     18:01,     18:03,      02分,       193,         0,     161/-,           -/-/-,            -/-
  7,      贺州,     18:29,     18:31,      02分,       221,         0,     187/-,           -/-/-,            -/-
  8,      怀集,     19:01,     19:03,      02分,       253,         0,     215/-,           -/-/-,            -/-
  9,    肇庆东,     19:32,     19:34,      02分,       284,         0,     244/-,           -/-/-,            -/-
 10,    广州南,     20:10,     20:10,      00分,       322,         0,   267.5/-,           -/-/-,            -/-
