   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    厦门北,         -,     16:03,         -,         -,         -,         -,               -,              -
  2,      角美,     16:15,     16:16,      01分,        12,         0,     6.5/-,           -/-/-,            -/-
  3,      漳浦,     16:41,     16:42,      01分,        38,         0,    25.5/-,           -/-/-,            -/-
  4,      云霄,     16:56,     16:58,      02分,        53,         0,    34.5/-,           -/-/-,            -/-
  5,      饶平,     17:18,     17:20,      02分,        75,         0,    49.5/-,           -/-/-,            -/-
  6,      潮汕,     17:37,     17:40,      03分,        94,         0,    49.5/-,           -/-/-,            -/-
  7,      普宁,     18:05,     18:07,      02分,       122,         0,      77/-,           -/-/-,            -/-
  8,      鲘门,     18:53,     18:55,      02分,       170,         0,   114.5/-,           -/-/-,            -/-
  9,      惠东,     19:10,     19:12,      02分,       187,         0,     125/-,           -/-/-,            -/-
 10,  深圳坪山,     19:32,     19:34,      02分,       209,         0,     140/-,           -/-/-,            -/-
 11,    深圳北,     19:59,     19:59,      00分,       236,         0,   150.5/-,           -/-/-,            -/-
