   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      福州,         -,     14:25,         -,         -,         -,         -,               -,              -
  2,      涵江,     15:01,     15:03,      02分,        36,         0,    24.5/-,           -/-/-,            -/-
  3,      莆田,     15:13,     15:15,      02分,        48,         0,    30.5/-,           -/-/-,            -/-
  4,      泉州,     15:40,     15:42,      02分,        75,         0,    50.5/-,           -/-/-,            -/-
  5,    厦门北,     16:08,     16:16,      08分,       103,         0,    71.5/-,           -/-/-,            -/-
  6,      漳州,     16:35,     16:39,      04分,       130,         0,    84.5/-,           -/-/-,            -/-
  7,      南靖,     16:54,     16:57,      03分,       149,         0,    93.5/-,           -/-/-,            -/-
  8,      龙岩,     17:29,     17:36,      07分,       184,         0,   117.5/-,           -/-/-,            -/-
  9,  古田会址,     17:52,     17:54,      02分,       207,         0,     128/-,           -/-/-,            -/-
 10,    冠豸山,     18:11,     18:13,      02分,       226,         0,   142.5/-,           -/-/-,            -/-
 11,    长汀南,     18:30,     18:32,      02分,       245,         0,   158.5/-,           -/-/-,            -/-
 12,      瑞金,     18:48,     18:50,      02分,       263,         0,     171/-,           -/-/-,            -/-
 13,    会昌北,     19:04,     19:06,      02分,       279,         0,   182.5/-,           -/-/-,            -/-
 14,      于都,     19:23,     19:25,      02分,       298,         0,     198/-,           -/-/-,            -/-
 15,      赣州,     19:53,     19:53,      00分,       328,         0,   216.5/-,           -/-/-,            -/-
