   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      福州,         -,     12:25,         -,         -,         -,         -,               -,              -
  2,    福州南,     12:41,     12:43,      02分,        16,         0,     5.5/-,           -/-/-,            -/-
  3,      莆田,     13:13,     13:15,      02分,        48,         0,    25.5/-,           -/-/-,            -/-
  4,      泉州,     13:40,     13:44,      04分,        75,         0,    45.5/-,           -/-/-,            -/-
  5,    厦门北,     14:11,     14:19,      08分,       106,         0,    65.5/-,           -/-/-,            -/-
  6,      漳浦,     14:52,     14:54,      02分,       147,         0,    91.5/-,           -/-/-,            -/-
  7,      云霄,     15:08,     15:10,      02分,       163,         0,   100.5/-,           -/-/-,            -/-
  8,      潮汕,     15:45,     15:47,      02分,       200,         0,   127.5/-,           -/-/-,            -/-
  9,      普宁,     16:12,     16:14,      02分,       227,         0,     143/-,           -/-/-,            -/-
 10,      鲘门,     17:02,     17:04,      02分,       277,         0,     181/-,           -/-/-,            -/-
 11,    深圳北,     17:59,     17:59,      00分,       334,         0,     217/-,           -/-/-,            -/-
