   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  上海虹桥,         -,     06:09,         -,         -,         -,         -,               -,              -
  2,      苏州,     06:41,     06:43,      02分,        32,         0,    25.5/-,           -/-/-,            -/-
  3,      无锡,     07:00,     07:02,      02分,        51,         0,    38.5/-,           -/-/-,            -/-
  4,      常州,     07:19,     07:21,      02分,        70,         0,    50.5/-,           -/-/-,            -/-
  5,      镇江,     07:48,     07:50,      02分,        99,         0,    72.5/-,           -/-/-,            -/-
  6,    南京南,     08:21,     08:33,      12分,       132,         0,    95.5/-,           -/-/-,            -/-
  7,      全椒,     08:54,     08:56,      02分,       165,         0,   115.5/-,           -/-/-,            -/-
  8,      肥东,     09:25,     09:27,      02分,       196,         0,     148/-,           -/-/-,            -/-
  9,    合肥南,     09:39,     09:45,      06分,       210,         0,   156.5/-,           -/-/-,            -/-
 10,      六安,     10:13,     10:15,      02分,       244,         0,     182/-,           -/-/-,            -/-
 11,      金寨,     10:35,     10:37,      02分,       266,         0,   197.5/-,           -/-/-,            -/-
 12,    红安西,     11:28,     11:30,      02分,       319,         0,   240.5/-,           -/-/-,            -/-
 13,      汉口,     12:04,     12:14,      10分,       355,         0,     262/-,           -/-/-,            -/-
 14,      汉川,     12:37,     12:39,      02分,       388,         0,   275.5/-,           -/-/-,            -/-
 15,    天门南,     12:54,     12:56,      02分,       405,         0,     286/-,           -/-/-,            -/-
 16,      荆州,     13:38,     13:40,      02分,       449,         0,     322/-,           -/-/-,            -/-
 17,    枝江北,     13:58,     14:00,      02分,       469,         0,   334.5/-,           -/-/-,            -/-
 18,    宜昌东,     14:20,     14:28,      08分,       491,         0,   347.5/-,           -/-/-,            -/-
 19,      恩施,     16:15,     16:23,      08分,       606,         0,     410/-,           -/-/-,            -/-
 20,      利川,     16:57,     17:00,      03分,       648,         0,   428.5/-,           -/-/-,            -/-
 21,    石柱县,     17:39,     17:41,      02分,       690,         0,     456/-,           -/-/-,            -/-
 22,      丰都,     18:01,     18:03,      02分,       712,         0,   470.5/-,           -/-/-,            -/-
 23,    涪陵北,     18:22,     18:24,      02分,       733,         0,   482.5/-,           -/-/-,            -/-
 24,    重庆北,     19:01,     19:11,      10分,       772,         0,   509.5/-,           -/-/-,            -/-
 25,      合川,     19:36,     19:38,      02分,       807,         0,     530/-,           -/-/-,            -/-
 26,      潼南,     20:03,     20:05,      02分,       834,         0,     545/-,           -/-/-,            -/-
 27,    大英东,     20:39,     20:41,      02分,       870,         0,   569.5/-,           -/-/-,            -/-
 28,    成都东,     21:28,     21:28,      00分,       919,         0,     606/-,           -/-/-,            -/-
