   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      抚远,         -,     18:00,         -,         -,         -,         -,               -,              -
  2,    寒葱沟,     18:46,     18:49,      03分,        46,         0,      11/-,        57/60/65,        86.5/98
  3,  东二道河,     19:13,     19:16,      03分,        73,         0,    14.5/-,      60.5/63/69,       90.5/102
  4,      前锋,     19:33,     19:35,      02分,        93,         0,    16.5/-,      62.5/65/71,       96.5/109
  5,      洪河,     19:58,     20:00,      02分,       118,         0,    21.5/-,      67.5/71/77,      102.5/116
  6,    前进镇,     20:25,     20:31,      06分,       145,         0,    24.5/-,      70.5/74/80,      108.5/123
  7,    换新天,     20:47,     20:49,      02分,       167,         0,    29.5/-,      75.5/79/86,      115.5/131
  8,    建三江,     21:12,     21:15,      03分,       192,         0,    37.5/-,      83.5/87/95,      125.5/142
  9,      富锦,     21:49,     21:53,      04分,       229,         0,    41.5/-,      87.5/91/99,      132.5/150
 10,    福利屯,     23:15,     23:18,      03分,       315,         0,    54.5/-,   100.5/105/114,      155.5/176
 11,    佳木斯,     00:31,     00:50,      19分,     -1049,         0,      69/-,     123/128/139,        186/210
 12,      南岔,     02:20,     02:26,      06分,      -940,         0,      86/-,     152/158/172,        233/263
 13,      朗乡,     03:00,     03:07,      07分,      -900,         0,      91/-,     158/165/179,        243/274
 14,      桃山,     04:05,     04:08,      03分,      -835,         0,      98/-,     171/178/193,        263/297
 15,      双丰,     04:39,     05:02,      23分,      -801,         0,     102/-,     178/185/201,        274/309
 16,      庆安,     05:19,     05:21,      02分,      -761,         0,     105/-,     184/191/208,        285/321
 17,      绥化,     06:02,     06:04,      02分,      -718,         0,     112/-,     194/202/219,        301/339
 18,    兴隆镇,     06:24,     06:26,      02分,      -696,         0,     115/-,     200/208/226,        312/352
 19,    白奎堡,     06:36,     06:47,      11分,      -684,         0,     115/-,     200/208/226,        312/352
 20,    石人城,     06:57,     06:59,      02分,      -663,         0,     115/-,     200/208/226,        312/352
 21,    康金井,     07:09,     07:11,      02分,      -651,         0,     119/-,     207/215/234,        324/365
 22,      呼兰,     07:30,     07:33,      03分,      -630,         0,     119/-,     207/215/234,        324/365
 23,    哈尔滨,     08:01,     08:01,      00分,      -599,         0,     124/-,     215/224/243,        336/379
