   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      南宁,         -,     21:40,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      黎塘,     23:13,     23:18,       5分,        78,       120,    18.5/-,  64.5/69.5/72.5,    97.5/103.5
  3,      柳州,     00:59,     01:09,      10分,       199,       223,    40.5/-,  86.5/91.5/94.5,   129.5/135.5
  4,    桂林北,     03:44,     03:54,      10分,       364,       387,    62.5/-,110.5/114.5/117.5,   166.5/174.5
  5,    东安东,     05:54,     05:58,       4分,       494,       565,      81/-,     144/148/154,       222/231
  6,      永州,     06:24,     06:30,       6分,       524,       594,      86/-,     152/156/161,       233/244
  7,      祁阳,     06:53,     06:55,       2分,       553,       627,      91/-,     158/164/169,       243/253
  8,      祁东,     07:14,     07:16,       2分,       574,       656,      93/-,     163/168/174,       251/263
  9,      衡阳,     08:12,     08:27,      15分,       632,       730,     102/-,     178/184/190,       274/285
 10,      衡山,     09:05,     09:08,       3分,       685,       781,     105/-,     184/190/196,       285/297
 11,      株洲,     10:07,     10:24,      17分,       747,       864,     115/-,     200/206/214,       312/325
 12,      醴陵,     10:54,     10:58,       4分,       794,       906,     119/-,     207/215/221,       324/337
 13,      萍乡,     11:22,     11:28,       6分,       822,       945,     124/-,     215/223/230,       336/351
 14,      宜春,     12:29,     12:35,       6分,       889,      1016,   135.5/-,232.5/240.5/247.5,   360.5/377.5
 15,      新余,     13:18,     13:24,       6分,       938,      1070,   138.5/-,238.5/246.5/255.5,   372.5/388.5
 16,      樟树,     14:11,     14:16,       5分,       991,      1146,   148.5/-,254.5/263.5/272.5,   398.5/415.5
 17,      丰城,     14:33,     14:38,       5分,      1013,      1170,   148.5/-,254.5/263.5/272.5,   398.5/415.5
 18,      向塘,     15:03,     15:22,      19分,      1043,      1203,   152.5/-,261.5/270.5/279.5,   409.5/427.5
 19,      南昌,     15:41,     15:55,      14分,      1081,      1231,   156.5/-,270.5/279.5/288.5,   422.5/440.5
 20,      九江,     17:41,     18:03,      22分,      1201,      1366,   168.5/-,288.5/298.5/307.5,   450.5/470.5
 21,      东至,     19:52,     19:55,       3分,      1332,      1484,   180.5/-,310.5/321.5/331.5,   488.5/509.5
 22,      池州,     20:44,     20:49,       5分,      1384,      1556,   189.5/-,322.5/333.5/343.5,   504.5/527.5
 23,      铜陵,     21:46,     21:51,       5分,      1446,      1613,     192/-,     328/339/351,       515/537
 24,      芜湖,     23:58,     00:04,       6分,      1578,      1691,     198/-,     337/349/361,       530/552
 25,    马鞍山,     00:48,     00:52,       4分,      1628,      1738,     201/-,     343/355/367,       542/566
 26,      南京,     02:13,     02:25,      12分,      1713,      1816,     206/-,     353/365/377,       556/582
 27,      常州,     03:48,     03:51,       3分,      1808,      1952,     224/-,     381/393/407,       598/625
 28,      无锡,     04:18,     04:22,       4分,      1838,      1991,     224/-,     381/393/407,       598/625
 29,      苏州,     04:50,     05:03,      13分,      1870,      2033,     229/-,     389/403/416,       613/640
 30,      上海,     06:15,         -,          ,      1955,      2141,     240/-,     408/421/436,       640/669
