   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      遵义,         -,     12:40,      14分,         0,         0,       -/-,           -/-/-,           -/-
  2,      息烽,     14:07,     14:16,       9分,        87,        82,    14.5/-,  60.5/65.5/68.5,     90.5/96.5
  3,      贵阳,     16:03,     16:22,      19分,       203,       155,    23.5/-,  69.5/74.5/77.5,   105.5/111.5
  4,    贵定南,     17:06,     17:10,       4分,        44,       276,    41.5/-,  87.5/92.5/95.5,   132.5/138.5
  5,      都匀,     17:44,     17:48,       4分,        82,       316,    46.5/-, 92.5/97.5/100.5,   140.5/146.5
  6,      独山,     18:30,     18:36,       6分,       128,       382,    54.5/-,100.5/105.5/108.5,   155.5/161.5
  7,      麻尾,     19:29,     19:36,       7分,       187,       461,      69/-,     123/126/130,       186/194
  8,      南丹,     20:09,     20:15,       6分,       227,       546,      75/-,     133/138/142,       205/214
  9,    金城江,     21:08,     21:16,       8分,       286,       614,      86/-,     152/156/161,       233/244
 10,      柳州,     23:25,     23:45,      20分,       423,       775,     102/-,     178/184/190,       274/285
 11,      玉林,     03:38,     03:48,      10分,       676,      1053,   135.5/-,232.5/240.5/247.5,   360.5/377.5
 12,      茂名,     06:28,     06:36,       8分,       846,      1228,   152.5/-,261.5/270.5/279.5,   409.5/427.5
 13,      肇庆,     10:35,     10:38,       3分,      1093,      1490,   177.5/-,304.5/315.5/325.5,   476.5/497.5
 14,      佛山,     12:07,     12:14,       7分,      1185,      1577,   189.5/-,322.5/333.5/343.5,   504.5/527.5
 15,      广州,     12:49,         -,          ,      1449,      1599,   189.5/-,322.5/333.5/343.5,   504.5/527.5
