   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      重庆,         -,     09:00,         -,         -,         -,         -,               -,              -
  2,      广安,     11:38,     11:43,      05分,       158,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,      渠县,     12:11,     12:15,      04分,       191,         0,    28.5/-,      74.5/78/85,      113.5/128
  4,      达州,     13:00,     13:15,      15分,       240,         0,    40.5/-,      86.5/90/98,      129.5/146
  5,      宣汉,     13:55,     13:57,      02分,       295,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,      万源,     14:53,     14:57,      04分,       353,         0,    53.5/-,    99.5/104/113,      152.5/172
  7,      安康,     16:22,     16:46,      24分,       442,         0,      75/-,     133/139/151,        205/231
  8,    旬阳北,     17:30,     17:33,      03分,       510,         0,      78/-,     139/145/157,        214/242
  9,      镇安,     18:20,     18:22,      02分,       560,         0,      91/-,     158/165/179,        243/274
 10,    西安南,     19:30,     19:40,      10分,       630,         0,     102/-,     178/185/201,        274/309
 11,    蒲城东,     21:06,     21:08,      02分,       726,         0,     115/-,     200/208/226,        312/352
 12,      延安,     23:30,     23:36,      06分,       870,         0,   141.5/-,   244.5/254/276,      381.5/430
 13,      靖边,     03:24,     03:32,      08分,      1104,         0,   173.5/-,   296.5/308/335,      464.5/524
 14,      定边,     05:14,     05:18,      04分,      1214,         0,   180.5/-,   310.5/323/351,      488.5/551
 15,      中卫,     08:01,     08:16,      15分,      1381,         0,     201/-,     343/357/387,        542/611
 16,      武威,     12:04,     12:10,      06分,      1624,         0,     224/-,     381/396/430,        598/674
 17,      金昌,     12:53,     12:59,      06分,      1673,         0,     236/-,     399/415/451,        629/709
 18,      张掖,     15:00,     15:08,      08分,      1800,         0,     243/-,     414/430/468,        654/737
 19,      清水,     17:03,     17:07,      04分,      1923,         0,   254.5/-,   434.5/452/491,      687.5/775
 20,      酒泉,     17:51,     17:57,      06分,      1971,         0,   263.5/-,   446.5/464/504,      704.5/794
 21,    嘉峪关,     18:16,     18:36,      20分,      1996,         0,   268.5/-,   455.5/473/514,      718.5/810
 22,      玉门,     20:02,     20:05,      03分,      2102,         0,   273.5/-,   463.5/482/523,      734.5/828
 23,      柳园,     22:14,     22:20,      06分,      2234,         0,   290.5/-,   491.5/511/555,      775.5/874
 24,      哈密,     02:05,     02:38,      33分,      2465,         0,   313.5/-,   529.5/550/598,      834.5/940
 25,      鄯善,     05:16,     05:22,      06分,      2656,         0,     328/-,     554/576/626,        879/990
 26,    吐鲁番,     06:49,     06:53,      04分,      2749,         0,     341/-,     576/598/650,       911/1026
 27,乌鲁木齐南,     08:30,     08:54,      24分,      2850,         0,     352/-,     595/618/672,       940/1059
 28,  乌鲁木齐,     09:09,     09:09,      00分,      2889,         0,     352/-,     595/618/672,       940/1059
