   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     20:34,         -,         -,         -,         -,               -,              -
  2,    广州北,     20:56,     20:59,      03分,        22,         0,       0/-,           0/0/0,            0/0
  3,    韶关东,     23:00,     23:06,      06分,       146,         0,    29.5/-,      75.5/79/86,      105.5/119
  4,      郴州,     00:45,     00:48,      03分,       251,         0,    51.5/-,    97.5/102/110,      180.5/204
  5,      衡阳,     02:33,     02:39,      06分,       359,         0,      72/-,     129/134/146,        240/271
  6,      株洲,     04:03,     04:08,      05分,       449,         0,      86/-,     152/158/172,        286/323
  7,      长沙,     04:48,     05:03,      15分,       494,         0,      93/-,     163/170/184,        292/329
  8,      岳阳,     06:27,     06:31,      04分,       593,         0,     112/-,     194/202/219,        342/386
  9,      赤壁,     07:48,     07:59,      11分,       674,         0,     119/-,     207/215/234,        380/428
 10,      咸宁,     08:26,     08:29,      03分,       712,         0,     124/-,     215/224/243,        388/437
 11,      武昌,     09:24,     09:42,      18分,       770,         0,   135.5/-,   232.5/242/263,      410.5/463
 12,      孝感,     10:45,     10:48,      03分,       851,         0,   141.5/-,   244.5/254/276,      437.5/493
 13,      广水,     11:40,     11:50,      10分,       906,         0,   152.5/-,   261.5/272/296,      460.5/519
 14,      信阳,     12:36,     12:39,      03分,       962,         0,   156.5/-,   268.5/279/303,      485.5/547
 15,      确山,     13:29,     13:32,      03分,      1015,         0,       0/-,           0/0/0,            0/0
 16,    驻马店,     13:46,     13:49,      03分,      1032,         0,   168.5/-,   288.5/300/326,      509.5/574
 17,      漯河,     14:37,     14:40,      03分,      1083,         0,   173.5/-,   296.5/308/335,      535.5/604
 18,      许昌,     15:23,     15:25,      02分,      1129,         0,   177.5/-,   304.5/317/344,      546.5/616
 19,      郑州,     16:41,     17:00,      19分,      1207,         0,   189.5/-,   322.5/335/364,      559.5/631
 20,      洛阳,     18:32,     18:36,      04分,      1318,         0,     198/-,     337/350/381,        601/677
 21,    三门峡,     20:24,     20:28,      04分,      1430,         0,     206/-,     353/367/399,        625/704
 22,      华山,     22:12,     22:15,      03分,      1538,         0,     224/-,     381/396/430,        667/752
 23,      渭南,     23:05,     23:08,      03分,      1591,         0,     229/-,     389/404/439,        679/765
 24,      西安,     00:05,     00:20,      15分,      1651,         0,     236/-,     399/415/451,        693/781
 25,      咸阳,     00:38,     00:40,      02分,      1684,         0,     236/-,     399/415/451,        693/781
 26,      宝鸡,     02:19,     02:35,      16分,      1785,         0,     243/-,     414/430/468,        735/828
 27,      天水,     04:17,     04:22,      05分,      1903,         0,   263.5/-,   446.5/464/504,      765.5/863
 28,      甘谷,     05:04,     05:07,      03分,      1950,         0,   268.5/-,   455.5/473/514,      790.5/891
 29,      武山,     05:34,     05:36,      02分,      1980,         0,   268.5/-,   455.5/473/514,      790.5/891
 30,      陇西,     06:02,     06:07,      05分,      2008,         0,   273.5/-,   463.5/482/523,      809.5/912
 31,      定西,     07:03,     07:06,      03分,      2069,         0,   278.5/-,   471.5/490/532,      824.5/929
 32,      兰州,     08:47,     08:47,      00分,      2173,         0,   290.5/-,   491.5/511/555,      855.5/964
