   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      邯郸,         -,     18:42,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      邢台,     19:13,     19:17,       4分,        31,        52,      11/-,        57/62/65,     86.5/92.5
  3,      临城,     19:50,     19:52,       2分,        68,        99,    15.5/-,  61.5/66.5/69.5,     92.5/98.5
  4,    石家庄,     20:36,     20:42,       6分,       114,       161,    24.5/-,  70.5/75.5/78.5,   108.5/114.5
  5,      定州,     21:29,     21:32,       3分,       167,       236,    37.5/-,  83.5/88.5/91.5,   125.5/131.5
  6,      保定,     22:09,     22:15,       6分,       207,       296,    43.5/-,  89.5/94.5/97.5,   135.5/141.5
  7,    高碑店,     22:52,     22:56,       4分,       250,       358,    51.5/-,97.5/102.5/105.5,   149.5/155.5
  8,    北京西,     00:09,     00:33,      24分,       327,       442,    64.5/-,115.5/119.5/122.5,   175.5/182.5
  9,      宣化,     03:32,     03:34,       2分,       530,       607,      78/-,     139/144/148,       214/223
 10,  张家口南,     03:59,     04:05,       6分,       541,       632,      86/-,     152/156/161,       233/244
 11,      天镇,     05:28,     05:30,       2分,       630,       724,      98/-,     171/176/182,       263/275
 12,      大同,     06:47,     06:56,       9分,       709,       810,     105/-,     184/190/196,       285/297
 13,    集宁南,     08:35,     08:43,       8分,       817,       937,     119/-,     207/215/221,       324/337
 14,呼和浩特东,     10:06,     10:33,      27分,       924,      1087,   138.5/-,238.5/246.5/255.5,   372.5/388.5
 15,      包头,     12:47,     12:57,      10分,      1085,      1260,   156.5/-,268.5/279.5/288.5,   422.5/440.5
 16,      临河,     15:11,     15:18,       7分,      1229,       967,   173.5/-,296.5/306.5/317.5,   464.5/484.5
 17,      惠农,     17:23,     17:38,      15分,      1361,      1669,     192/-,     328/339/351,       515/537
 18,    石嘴山,     18:18,     18:23,       5分,      1416,      1716,     198/-,     337/349/361,       530/552
 19,      银川,     19:05,         -,          ,      1463,      1771,     201/-,     343/355/367,       542/566
